ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Sep 2024,PayMob,PayMob,Egypt,Middle East,Software & IT services,n/a,New Funding/Resour...,$22.00m,-
2,Sep 2024,Global Care Health,Global Care Health,India,Asia-Pacific,Business services,n/a,New Funding/Resour...,$3.00m,-
3,Sep 2024,Chpter,Chpter,Kenya,Nigeria,Software & IT services,n/a,New Funding/Resour...,$1.20m,-
4,Sep 2024,Kasha,Kasha,Kenya,Africa,Consumer products,n/a,New Funding/Resour...,-,-
5,Sep 2024,Atlas Space Oper...,Atlas Space Oper...,United States,Middle East,Space & defence,n/a,New Funding/Resour...,$15.00m,-
6,Sep 2024,Kreston,Kreston,United Kingdom,Latin America & C...,Business services,Business Services,Considering Projec...,-,-
7,Sep 2024,Kredete,Kredete,United States,Africa,Software & IT services,n/a,New Funding/Resour...,$2.25m,-
8,Sep 2024,Fido Money Lendi...,Fido Money Lendi...,Ghana,Africa,Software & IT services,n/a,New Funding/Resour...,$30.00m,-
9,Sep 2024,Sukhiba Connect,Sukhiba Connect,Kenya,Africa,Software & IT services,n/a,New Funding/Resour...,$1.55m,-
10,Sep 2024,Mohamed & Obai...,American Hospita...,UAE,Africa,Healthcare,Business Services,Considering Project (...,-,-
11,Aug 2024,Omnisient,Omnisient,South Africa,United States,Software & IT services,n/a,New Funding/Resour...,$7.50m,-
12,Aug 2024,Ampersand,Ampersand,Rwanda,Africa,Non-automotive tran...,n/a,New Funding/Resour...,$2.00m,-
13,Aug 2024,TVS Group,TVS Motor Comp...,India,Latin America & C...,Non-automotive tran...,n/a,New Investment Stra...,-,-
14,Aug 2024,bestin.Capital,bestin.Capital,Austria,UAE,Financial services,Business Services,Considering Project (...,-,-
15,Aug 2024,TAC Security,TAC Security,United States,Saudi Arabia,Software & IT services,n/a,New Investment Stra...,-,-
