ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Feb 2023,RNR (Right Now ...,RNR (Right Now ...,South Africa,Africa,Software & IT services,n/a,New Funding/Resour...,$0.55m,-
2,Feb 2023,Smile Identity,Smile Identity,United States,Africa,Software & IT services,n/a,New Funding/Resour...,$20.00m,-
3,Feb 2023,Nana,Nana,Saudi Arabia,Middle East,Food and Beverages,n/a,New Funding/Resour...,$133.00m,-
4,Feb 2023,Terraa,Terraa,Morocco,Africa,Transportation & War...,n/a,New Funding/Resour...,$1.50m,-
5,Feb 2023,Power Financial ...,Power Financial ...,Kenya,Zambia,Software & IT services,n/a,New Funding/Resour...,$3.00m,-
6,Feb 2023,Curacel,Curacel,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,$3.00m,-
7,Feb 2023,Lorien Finance,Lorien Finance,United States,Latin America & C...,Financial services,n/a,New Funding/Resour...,$1.80m,-
8,Feb 2023,Qotto,Qotto,France,Côte d Ivoire,Electronic components,n/a,New Funding/Resour...,$8.00m,-
9,Feb 2023,Sendmarc,Sendmarc,South Africa,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$7.00m,-
10,Feb 2023,Yodawy,Yodawy,Egypt,Middle East,Software & IT services,n/a,New Funding/Resour...,$16.00m,-
11,Feb 2023,Palm.hr,Palm.hr,Saudi Arabia,Egypt,Software & IT services,n/a,New Funding/Resour...,$5.00m,-
12,Feb 2023,Cenoa,Cenoa,Singapore,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$7.00m,-
13,Feb 2023,Cheil Worldwide,Cheil Worldwide,South Korea,Tunisia,Business services,n/a,New Investment Stra...,-,-
14,Feb 2023,Teraco Data Envir...,Teraco Data Envir...,South Africa,Africa,Communications,Electricity,Considering Projec...,$680.00m,-
15,Feb 2023,Bliss Healthcare (...,Bliss Healthcare (...,Kenya,Uganda,Healthcare,Business Services,Considering Projec...,-,-
