ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Nov 2023,Usersdot,Usersdot,Turkey,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$11.00m,-
2,Nov 2023,My Easy Transfer,My Easy Transfer,France,Tunisia,Financial services,n/a,New Funding/Resour...,$0.42m,-
3,Nov 2023,Web3 Pro (Web3 ...,Web3 Pro (Web3 ...,United States,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,-,-
4,Nov 2023,Husk Power Syst...,Husk Power Syst...,United States,Madagascar,Renewable energy,n/a,New Funding/Resour...,$103.00m,-
5,Oct 2023,Advantage Club,Advantage Club,India,Middle East,Software & IT services,n/a,New Investment Stra...,-,-
6,Oct 2023,KoBold Metals,KoBold Metals,United States,Democratic Re...,Metals,Extraction,Considering Project (...,-,-
7,Oct 2023,Tynor Orthotics,Tynor Orthotics,India,United States,Medical devices,Manufacturing,Considering Projec...,-,-
8,Oct 2023,Nippon Telegraph...,NTT Data,Japan,Latin America & C...,Software & IT services,Business Services,Considering Project (...,-,-
9,Oct 2023,Outsized,Outsized,United Kingdom,Asia-Pacific,Business services,n/a,New Funding/Resour...,-,-
10,Oct 2023,Salesforce.com,Salesforce.com,United States,Africa,Software & IT services,n/a,New Investment Stra...,-,-
11,Oct 2023,Menlo Electric,Menlo Electric,Poland,Middle East,Electronic components,n/a,New Funding/Resour...,-,-
12,Oct 2023,Exxon Mobil,Exxon Mobil,United States,Egypt,"Coal, oil & gas",n/a,New Investment Stra...,-,-
13,Oct 2023,Lengo AI (Lengo),Lengo AI (Lengo),Senegal,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
14,Oct 2023,Sothema,Sothema,Morocco,Africa,Pharmaceuticals,Manufacturing,Considering Project (...,-,-
15,Oct 2023,Protecht,Protecht,Australia,United States,Software & IT services,n/a,New Funding/Resour...,$12.00m,-
