ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Oct 2019,Twiga Foods,Twiga Foods,Kenya,Nigeria,Food and Beverages,n/a,New Funding/Resour...,-,$29.70m
2,Oct 2019,Tolaram Group,Tolaram Group,Singapore,Kenya,Food and Beverages,n/a,Considering Project (...,-,-
3,Oct 2019,IAMGold,IAMGold,Canada,Senegal,Metals,n/a,Considering Project (...,-,-
4,Oct 2019,Heetch,Heetch,France,Angola,Software & IT services,n/a,New Investment Stra...,-,-
5,Oct 2019,Lukoil,Lukoil,Russia,Republic of the ...,"Coal, oil & gas",n/a,Considering Project (...,-,-
6,Oct 2019,Russian Academy...,Russian Academy...,Russia,United States,Business services,Business Services,Considering Project (...,-,-
7,Oct 2019,EXMceuticals,EXMceuticals,Canada,Africa,Pharmaceuticals,n/a,New Investment Stra...,-,-
8,Oct 2019,Boodai,Jazeera Airways,Kuwait,Egypt,Transportation & War...,n/a,Considering Project (...,-,-
9,Oct 2019,AstroYogi,AstroYogi,India,United States,Business services,n/a,New Funding/Resour...,-,-
10,Oct 2019,E-Settlement,E-Settlement,Nigeria,Africa,Software & IT services,n/a,New Investment Stra...,-,-
11,Oct 2019,BAG Innovation,BAG Innovation,Rwanda,Uganda,Software & IT services,n/a,New Funding/Resour...,-,$0.15m
12,Oct 2019,Vu Sur,Vu Sur,Cameroon,Africa,Consumer products,n/a,Considering Project (...,-,-
13,Oct 2019,PEG Africa,PEG Africa,Ghana,Senegal,Renewable energy,n/a,New Funding/Resour...,-,$4.00m
14,Oct 2019,Tarsus Technologi...,Tarsus on Demand,South Africa,Africa,Business machines &...,n/a,Considering Project (...,-,-
15,Oct 2019,Essentium,Essentium,United States,Asia-Pacific,Industrial equipment,n/a,New Funding/Reso...,-,-
