ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Feb 2020,One Moto,One Moto,UAE,Bahrain,Non-automotive tran...,n/a,New Funding/Resour...,-,-
2,Feb 2020,Tile,Tile,United States,Asia-Pacific,Communications,n/a,New Investment Stra...,-,-
3,Feb 2020,KenGen,KenGen,Kenya,Uganda,Renewable energy,Electricity,New Investment Stra...,-,-
4,Feb 2020,AP Moller - Maersk,AP Moller Capital,Denmark,Africa,Financial services,n/a,New Investment Stra...,-,$600.00m
5,Feb 2020,Cirdan Imaging,Cirdan Imaging,United Kingdom,United States,Software & IT services,n/a,New Funding/Resour...,$1.94m,-
6,Feb 2020,SIFAX Group,SIFAX Group,Nigeria,Africa,"Coal, oil & gas",n/a,New Investment Stra...,-,-
7,Feb 2020,Myriad Group (Es...,Myriad Group (Es...,Switzerland,Kenya,Software & IT services,n/a,Considering Projec...,-,-
8,Feb 2020,Inspira Enterprise,Inspira Enterprise,India,United States,Software & IT services,n/a,New Investment Stra...,-,-
9,Feb 2020,Travelogix,Travelogix,United Kingdom,South Africa,Software & IT services,n/a,New Investment Stra...,-,-
10,Feb 2020,Flora Food Group...,Flora Food Group...,Netherlands,Middle East,Food and Beverages,n/a,New Investment Stra...,-,-
11,Feb 2020,Davanti Tyres,Davanti Tyres,United Kingdom,Middle East,Rubber,n/a,Considering Project (...,-,-
12,Feb 2020,Tamatem,Tamatem,Jordan,Middle East,Software & IT services,n/a,New Funding/Resour...,$3.50m,-
13,Feb 2020,Liwwa,Liwwa,Jordan,Egypt,Financial services,n/a,New Funding/Resour...,$6.00m,-
14,Feb 2020,MeinFernbus,FlixBus,Germany,Morocco,Transportation & War...,"Logistics, Distributio...",New Investment Stra...,-,-
15,Feb 2020,IntiGo,IntiGo,Tunisia,Africa,Food and Beverages,n/a,New Funding/Resour...,$0.30m,-
