ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jul 2019,AlgoDriven,AlgoDriven,UAE,Australia,Software & IT services,n/a,New Funding/Resour...,-,$0.62m
2,Jul 2019,Tyk Technologies,Tyk Technologies,United Kingdom,United States,Software & IT services,n/a,New Funding/Resour...,-,-
3,Jul 2019,KaiOS Technologies,KaiOS Technologies,United States,Africa,Software & IT services,n/a,Considering Project (...,-,-
4,Jul 2019,theAsianparent,theAsianparent,Singapore,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,-,-
5,Jul 2019,OPay,OPay,Nigeria,Africa,Financial services,n/a,New Funding/Resour...,-,-
6,Jul 2019,Powerhive,Powerhive,United States,Kenya,Software & IT services,n/a,New Funding/Resour...,-,-
7,Jul 2019,Eutelsat,Konnect Africa,France,Democratic Repu...,Communications,n/a,Considering Project (...,-,-
8,Jul 2019,Shoptech Software,Shoptech Software,United States,Australia,Software & IT services,n/a,New Investment Stra...,-,-
9,Jul 2019,Dongfeng Motor,Dongfeng Motor,China,Egypt,Automotive OEM,Manufacturing,Considering Project (...,-,-
10,Jul 2019,Smubu,Smubu,Kenya,Africa,Software & IT services,n/a,New Investment Stra...,-,-
11,Jul 2019,D.light Design,D.light Design,United States,Africa,Electronic components,n/a,New Funding/Resour...,-,$18.00m
12,Jul 2019,Gebeya,Gebeya,Ethiopia,Senegal,Software & IT services,n/a,New Investment Stra...,-,-
13,Jul 2019,54gene,54gene,United States,Nigeria,Biotechnology,n/a,New Funding/Resour...,-,-
14,Jul 2019,Uber Technologies,Uber Technologies,United States,Côte d Ivoire,Software & IT services,n/a,New Investment Stra...,-,-
15,Jun 2019,The House of S T...,Bhatia Traders,UAE,Africa,Consumer products,n/a,Considering Project (...,-,-
