ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jan 2020,Dubai World,DP World,UAE,India,Transportation & War...,n/a,New Investment Stra...,-,-
2,Jan 2020,Bayt.com,Bayt.com,UAE,North America,Software & IT services,n/a,New Investment Stra...,-,-
3,Jan 2020,Quintet Private B...,Quintet Private B...,Luxembourg,Latin America & C...,Financial services,Business Services,Considering Projec...,-,-
4,Jan 2020,Azizi Developmen...,Azizi Developmen...,UAE,Nigeria,Real estate,n/a,New Investment Stra...,-,-
5,Jan 2020,Banxa,Banxa,Australia,Asia-Pacific,Financial services,n/a,New Funding/Resour...,$2.00m,-
6,Jan 2020,Mubadala Invest...,Masdar,UAE,United States,Renewable energy,n/a,New Investment Stra...,-,-
7,Jan 2020,Workshop 17,Workshop 17,South Africa,Ghana,Real estate,n/a,Considering Projec...,-,-
8,Jan 2020,BBK Electronics,Realme,China,Russia,Communications,Manufacturing,Considering Projec...,-,-
9,Jan 2020,PepsiCo,PepsiCo,United States,China,Food and Beverages,n/a,New Investment Stra...,-,-
10,Jan 2020,Turaco,Turaco,Kenya,Africa,Financial services,n/a,New Funding/Resour...,$1.20m,-
11,Jan 2020,AMEA Power,AMEA Power,UAE,South Africa,"Coal, oil & gas",Electricity,Considering Project (...,-,-
12,Jan 2020,MAG Group (Moaf...,MAG Group (Moaf...,UAE,Asia-Pacific,Real estate,Construction,New Funding/Resour...,-,-
13,Jan 2020,PayMate,PayMate,India,Saudi Arabia,Financial services,n/a,New Investment Stra...,-,$3.00m
14,Jan 2020,HyperPay,HyperPay,Saudi Arabia,Egypt,Software & IT services,n/a,New Investment Stra...,-,-
15,Jan 2020,InterSwitch,InterSwitch,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
