ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jun 2012,Credit Suisse Gro...,Credit Suisse Gro...,Switzerland,Africa,Financial services,Business Services,New Investment Stra...,-,-
2,Jun 2012,Anadolu Ajansi (A...,Anadolu Ajansi (A...,Turkey,Asia-Pacific,Communications,"Sales, Marketing ...",Considering Project (...,-,-
3,Jun 2012,Ajmal Perfumes,Ajmal Perfumes,UAE,Nigeria,Consumer products,"Logistics, Distribu...",Considering Projec...,-,-
4,Jun 2012,Al Danube Buildin...,Al Danube Buildin...,UAE,Africa,Building materials,Retail,Considering Projec...,-,-
5,Jun 2012,Arabtec Holding,Arabtec Holding,UAE,Libya,Business services,Unspecified,New Investment Stra...,-,-
6,Jun 2012,solar-radar,solar-radar,Germany,Middle East,Software & IT serv...,Unspecified,New Investment Stra...,-,-
7,Jun 2012,Pacific Ventures,Pacific Ventures,India,Middle East,Real estate,Construction,Considering Project (...,-,-
8,Jun 2012,Renotek Internati...,Renotek Internati...,Canada,North America,Industrial equipme...,Unspecified,New Investment Stra...,-,-
9,Jun 2012,Martha Stewart Li...,Martha Stewart Li...,United States,Latin America & C...,Consumer products,Unspecified,New Investment Stra...,-,-
10,Jun 2012,Intercoil Internati...,Intercoil Internati...,UAE,Middle East,Consumer products,Retail,Considering Projec...,-,-
11,Jun 2012,Russian Railways ...,Zarubezhstroitek...,Russia,Middle East,Transportation & ...,Unspecified,New Investment Stra...,-,-
12,Jun 2012,Friendi,Friendi,UAE,Middle East,Communications,Unspecified,New Investment Stra...,-,-
13,Jun 2012,Virgin Group,Virgin Mobile Tele...,United Kingdom,Middle East,Communications,Unspecified,New Investment Stra...,-,-
14,May 2012,Al Danube Buildin...,Al Danube Buildin...,UAE,Libya,Building materials,Unspecified,New Investment Stra...,-,-
15,May 2012,Sparrows Offshor...,Sparrows Offshor...,United Kingdom,Latin America & C...,Business services,n/a,New Investment Stra...,-,-
