ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Oct 2024,Torq,Torq,Israel,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$70.00m,-
2,Oct 2024,White Pearl Techn...,White Pearl Techn...,Sweden,Latin America & C...,Software & IT services,n/a,New Investment Stra...,-,-
3,Oct 2024,M2P Solutions (Y...,M2P Solutions (Y...,India,Africa,Software & IT services,n/a,New Funding/Resour...,$100.00m,-
4,Oct 2024,Kestra Technologi...,Kestra Technologi...,France,North America,Software & IT services,n/a,New Funding/Resour...,$8.00m,-
5,Sep 2024,Jonmoore Intern...,Jonmoore Intern...,Ghana,Côte d Ivoire,Transportation & War...,n/a,New Investment Stra...,-,-
6,Sep 2024,Runsafe,Runsafe,United States,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$12.00m,-
7,Sep 2024,ewpartners (eWT...,ewpartners (eWT...,Saudi Arabia,Middle East,Financial services,n/a,New Investment Stra...,-,-
8,Sep 2024,LabLabee,LabLabee,United States,United States,Software & IT services,Research & Devel...,New Funding/Resour...,$3.40m,-
9,Sep 2024,Hareket,Hareket,Turkey,Middle East,Transportation & War...,n/a,New Investment Stra...,-,-
10,Sep 2024,Al-Futtaim Group,Orient Insurance,UAE,Australia,Financial services,n/a,New Investment Stra...,-,-
11,Sep 2024,Energean,Energean,United Kingdom,Middle East,"Coal, oil & gas",n/a,New Investment Stra...,-,-
12,Sep 2024,Samsung Group,Samsung Electro...,South Korea,Egypt,Consumer electron...,Manufacturing,Considering Projec...,-,-
13,Sep 2024,Colendi,Colendi,United Kingdom,Middle East,Software & IT services,"Sales, Marketing & ...",Considering Project (...,-,-
14,Sep 2024,YouMatch,YouMatch,Bulgaria,United States,Software & IT services,n/a,New Funding/Resour...,$1.50m,-
15,Sep 2024,Brotinni,Brotinni,Egypt,Middle East,Food and Beverages,n/a,New Funding/Resour...,-,-
