ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Aug 2013,Alios Finance,Alios Finance,Tunisia,Africa,Financial services,n/a,New Investment Stra...,-,-
2,Aug 2013,Wilmar Internatio...,Wilmar Internatio...,Singapore,Africa,Food and Beverages,Manufacturing,New Investment Stra...,-,-
3,Aug 2013,BMTS Automotive...,BMTS Automotive...,Germany,Latin America & C...,Automotive compo...,Manufacturing,Considering Project (...,-,-
4,Aug 2013,Suitsupply,Suitsupply,Netherlands,Nigeria,Textiles,Retail,Considering Project (...,-,-
5,Jul 2013,Conservas Garavi...,Conservas Garavi...,Spain,Middle East,Food and Beverages,Unspecified,New Investment Stra...,-,-
6,Jul 2013,Colacem,Colacem,Italy,Latin America & C...,Building materials,Unspecified,New Investment Stra...,-,-
7,Jul 2013,Western Digital (...,Western Digital (...,United States,South Africa,Business machines...,n/a,New Investment Stra...,-,-
8,Jul 2013,GlobalWatt,GlobalWatt,United States,Madagascar,Electronic compon...,n/a,New Investment Stra...,-,-
9,Jul 2013,Inforich Technolo...,Inforich Technolo...,India,Middle East,Software & IT serv...,Unspecified,Considering Project (...,-,-
10,Jul 2013,Eurocom Holdings,Gilat Satcom,Israel,Africa,Communications,ICT & Internet Inf...,Considering Project (...,-,-
11,Jul 2013,rLG Communicati...,rLG Communicati...,Ghana,Angola,Business machines...,Unspecified,New Investment Stra...,-,-
12,Jun 2013,GCB (Ghana Com...,GCB (Ghana Com...,Ghana,Africa,Financial services,Business Services,Considering Project (...,-,-
13,Jun 2013,Marsh (Marsh & ...,Mercer,United States,Latin America & C...,Financial services,Unspecified,New Personnel,-,-
14,Jun 2013,Orascom Constru...,ArpuPlus,Egypt,Africa,Communications,"Sales, Marketing ...",Considering Project (...,-,-
15,Jun 2013,Dena Bank,Dena Bank,India,Africa,Financial services,Business Services,Considering Project (...,-,-
