ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jun 2025,Thika School of M...,Thika School of M...,Kenya,Africa,Business services,Education & Training,Considering Project (...,-,-
2,Jun 2025,Paragon Develop...,Paragon Develop...,Egypt,Middle East,Real estate,n/a,New Investment Stra...,-,-
3,Jun 2025,Bolttech,Bolttech,Singapore,North America,Software & IT services,n/a,New Funding/Resour...,$47.00m,-
4,Jun 2025,Octane,Octane,Egypt,Middle East,Software & IT services,n/a,New Funding/Resour...,$5.20m,-
5,Jun 2025,Northern Trust,Northern Trust,United States,Saudi Arabia,Financial services,n/a,New Investment Stra...,-,-
6,Jun 2025,Kumulus Water,Kumulus Water,France,Spain,Business services,n/a,New Funding/Resour...,$3.50m,-
7,Jun 2025,SVC Energy,SVC Energy,China,Africa,Electronic components,n/a,New Investment Stra...,-,-
8,Jun 2025,PalmPay,PalmPay,Nigeria,Asia-Pacific,Financial services,n/a,New Funding/Resour...,-,-
9,Jun 2025,Djibouti Data Cen...,Wingu.africa,Djibouti,Tanzania,Communications,n/a,New Funding/Resour...,$60.00m,-
10,Jun 2025,CMA CGM,CMA CGM,France,India,Transportation & War...,Research & Develop...,Considering Projec...,-,-
11,Jun 2025,Zero Networks,Zero Networks,Israel,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$55.00m,-
12,Jun 2025,Conduit Financial ...,Conduit Financial ...,United States,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$36.00m,-
13,Jun 2025,Volkswagen,Volkswagen,Germany,Egypt,Automotive OEM,Manufacturing,Considering Project (...,-,-
14,Jun 2025,WareMatch,WareMatch,Canada,Australia,Software & IT services,n/a,New Funding/Resour...,$1.46m,-
15,Jun 2025,Nvidia,Nvidia,United States,United States,Communications,ICT & Internet Inf...,Considering Project (...,-,-
