ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Aug 2023,HealthTrip,HealthTrip,India,Asia-Pacific,Healthcare,Business Services,Considering Project (...,-,-
2,Aug 2023,Klimat X Develop...,Klimat X Develop...,Canada,Latin America & C...,Business services,n/a,New Investment Stra...,-,-
3,Aug 2023,EMKE Group,LuLu,UAE,Bahrain,Food and Beverages,Retail,Considering Projec...,-,-
4,Aug 2023,Life Care Hospitals,Life Care Hospitals,Kenya,Tanzania,Healthcare,Business Services,Considering Project (...,-,-
5,Aug 2023,YaSchools,YaSchools,Saudi Arabia,Turkey,Software & IT services,n/a,New Funding/Resour...,$0.60m,-
6,Aug 2023,Eye Mantra,Eye Mantra,India,Asia-Pacific,Healthcare,n/a,New Funding/Resour...,$10.00m,-
7,Aug 2023,CFI Financial Gro...,CFI Financial Gro...,Lebanon,Middle East,Financial services,n/a,New Investment Stra...,-,-
8,Aug 2023,Raft AI,Raft AI,United Kingdom,Asia-Pacific,Software & IT services,n/a,New Investment Stra...,-,-
9,Aug 2023,Zhero,Zhero Europe,Netherlands,Africa,Renewable energy,Electricity,Considering Projec...,-,-
10,Aug 2023,Bharti Group,Airtel Uganda,India,Uganda,Communications,n/a,New Investment Stra...,-,-
11,Aug 2023,Gingo Partners,Gingo Partners,United Kingdom,Asia-Pacific,Financial services,n/a,New Funding/Resour...,$0.36m,-
12,Aug 2023,Terragon Group,Terragon Group,Nigeria,Africa,Business services,n/a,New Funding/Resour...,$9.00m,-
13,Aug 2023,Udenz,Udenz,UAE,Middle East,Software & IT services,n/a,New Funding/Resour...,$5.00m,-
14,Aug 2023,Bazaars,Bazaars,UAE,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$15.00m,-
15,Aug 2023,Russia Today (RT),Russia Today (RT),Russia,Africa,Communications,Business Services,Considering Project (...,-,-
