ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Nov 2024,PROW,PROW,UAE,Africa,Software & IT services,n/a,New Investment Stra...,-,-
2,Nov 2024,Kavango Resources,Kavango Resources,United Kingdom,Zimbabwe,Metals,Extraction,Considering Projec...,-,-
3,Nov 2024,Eni SpA,Eni SpA,Italy,Mozambique,"Coal, oil & gas",Manufacturing,Considering Project (...,-,-
4,Nov 2024,Danone,Danone,France,Saudi Arabia,Food and Beverages,Electricity,Considering Projec...,-,-
5,Nov 2024,Agenz,Agenz,Morocco,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
6,Nov 2024,Colis.ma,Colis.ma,Morocco,Africa,Transportation & War...,n/a,New Funding/Resour...,$0.30m,-
7,Nov 2024,Enabling Scale,Enabling Scale,United States,Kenya,Software & IT services,n/a,New Funding/Resour...,$0.70m,-
8,Nov 2024,Brands.io,Brands.io,UAE,Bahrain,Software & IT services,n/a,New Funding/Resour...,-,-
9,Nov 2024,COLABS,COLABS,Pakistan,Saudi Arabia,Real estate,Business Services,New Funding/Resour...,$2.00m,-
10,Oct 2024,Ivory Jet Services,Ivory Jet Services,Djibouti,Kenya,Transportation & War...,n/a,New Investment Stra...,-,-
11,Oct 2024,Layla Cosmetics,Layla Cosmetics,Italy,India,Consumer products,n/a,New Investment Stra...,-,-
12,Oct 2024,Pargo,Pargo,South Africa,Egypt,Transportation & War...,n/a,New Funding/Resour...,$4.00m,-
13,Oct 2024,Moniepoint (Tea...,Moniepoint (Tea...,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,$110.00m,-
14,Oct 2024,Yoho,Yoho,India,United States,Textiles,n/a,New Funding/Resour...,$3.20m,-
15,Oct 2024,Cinderella Travel ...,Cinderella Travel ...,India,Nigeria,Hotels & tourism,n/a,New Investment Stra...,-,-
