ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Oct 2019,HyperPay,HyperPay,Saudi Arabia,Bahrain,Software & IT services,n/a,New Investment Stra...,-,-
2,Oct 2019,Bwala,Bwala,Kenya,Nigeria,Transportation & War...,n/a,New Funding/Resour...,-,-
3,Oct 2019,Qatar Airways,Qatar Airways,Qatar,Africa,Transportation & War...,n/a,New Investment Stra...,-,-
4,Oct 2019,Quintessentially,Quintessentially,United Kingdom,Spain,Real estate,n/a,New Investment Stra...,-,-
5,Oct 2019,ABSA,ABSA,South Africa,Nigeria,Financial services,n/a,New Investment Stra...,-,-
6,Oct 2019,Walter Internatio...,Walter Internatio...,Hong Kong,South Africa,Financial services,Business Services,Considering Project (...,-,-
7,Oct 2019,Kenya Commerci...,Kenya Commerci...,Kenya,Democratic Re...,Financial services,Business Services,Considering Project (...,-,-
8,Oct 2019,Maharashtra Hyb...,Mahyco Internati...,India,Asia-Pacific,Food and Beverages,n/a,New Funding/Resour...,-,-
9,Sep 2019,SweepSouth,SweepSouth,South Africa,Africa,Business services,n/a,New Funding/Resour...,-,$3.29m
10,Sep 2019,Yoco,Yoco,South Africa,Africa,Business machines &...,n/a,New Investment Stra...,-,-
11,Sep 2019,YouGotaGift,YouGotaGift,UAE,Denmark,Consumer products,n/a,New Funding/Resour...,-,-
12,Sep 2019,Onco.com,Onco.com,India,Bangladesh,Healthcare,n/a,New Funding/Resour...,-,-
13,Sep 2019,Hisense,Hisense,China,South Africa,Communications,Manufacturing,Considering Project (...,-,-
14,Sep 2019,MaxAB,MaxAB,Egypt,Africa,Food and Beverages,n/a,New Funding/Resour...,-,-
15,Sep 2019,Raysut Cement,Raysut Cement,Oman,India,Building materials,Manufacturing,Considering Project (...,-,$625.00m
