ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Nov 2018,Monster Beverag...,Monster Beverag...,United States,Africa,Food and Beverages,n/a,New Investment Stra...,-,-
2,Nov 2018,China Developme...,China Developme...,China,Africa,Financial services,n/a,New Investment Stra...,-,-
3,Nov 2018,Net 1 UEPS Tech...,Net 1 UEPS Tech...,South Africa,Nigeria,Software & IT services,"Sales, Marketing & ...",Considering Projec...,-,-
4,Nov 2018,Zapper,Zapper,United Kingdom,Nigeria,Software & IT services,"Sales, Marketing & ...",Considering Projec...,-,-
5,Nov 2018,Nippon Telegraph...,ContinuitySA,Japan,Mozambique,Communications,ICT & Internet Infra...,Considering Project (...,-,-
6,Nov 2018,Nedbank,Nedbank,South Africa,Ghana,Financial services,n/a,New Investment Stra...,-,-
7,Nov 2018,ArcelorMittal,ArcelorMittal Sou...,Luxembourg,South Africa,Metals,Manufacturing,Considering Projec...,-,-
8,Nov 2018,Tesla Motors,Tesla Motors,United States,India,Automotive OEM,Maintenance & Se...,Considering Project (...,-,-
9,Nov 2018,Uber Technologies,Uber Eats,United States,Middle East,Software & IT services,n/a,New Investment Stra...,-,-
10,Nov 2018,Etix (Etix Everyw...,Etix (Etix Everyw...,Luxembourg,Latin America & C...,Communications,ICT & Internet Infra...,Considering Projec...,-,-
11,Nov 2018,VEI Global,VEI Global,Ireland,Middle East,Communications,"Sales, Marketing & ...",Considering Project (...,-,-
12,Nov 2018,Flutterwave,Flutterwave,United States,Uganda,Software & IT services,n/a,New Funding/Resour...,-,-
13,Nov 2018,Amazon.com,Ring,United States,Middle East,Consumer electronics,n/a,New Investment Stra...,-,-
14,Nov 2018,Al Batha Group,Global Food Indu...,UAE,United States,Food and Beverages,n/a,New Investment Stra...,-,-
15,Nov 2018,Vodafone Group,Vodacom,United Kingdom,South Africa,Communications,n/a,New Investment Stra...,-,-
