ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jan 2015,Teraco Data Envir...,Teraco Data Envir...,South Africa,Africa,Communications,n/a,New Investment Stra...,-,-
2,Jan 2015,China CNR Corpo...,China CNR Corpo...,China,Guinea,Business services,Construction,New Overseas Suppli...,-,-
3,Jan 2015,Jotun Group,Jotun Group,Norway,Africa,Chemicals,n/a,New Investment Stra...,-,-
4,Jan 2015,Rdio,Rdio,United States,Middle East,Software & IT serv...,n/a,New Investment Stra...,-,-
5,Jan 2015,Obi Worldphone (...,Obi Worldphone (...,India,Latin America & C...,Communications,n/a,New Investment Stra...,-,-
6,Jan 2015,Winterhawk Cons...,Winterhawk Cons...,United States,Middle East,Business services,Business Services,Considering Project (...,-,-
7,Jan 2015,Purple WiFi,Purple WiFi,United Kingdom,Latin America & C...,Software & IT serv...,n/a,New Funding/Resour...,-,-
8,Jan 2015,Amatheon,Amatheon,Germany,Uganda,Food and Beverages,n/a,New Investment Stra...,-,-
9,Jan 2015,IRB-Brasil Resseg...,IRB-Brasil Resseg...,Brazil,Latin America & C...,Financial services,n/a,New Investment Stra...,-,-
10,Jan 2015,Chemical Industri...,Eastern Company...,Egypt,Africa,Food and Beverages,n/a,New Investment Stra...,-,-
11,Jan 2015,GE Aerospace (G...,GE Aerospace (G...,United States,Africa,"Coal, oil & gas",n/a,New Investment Stra...,-,-
12,Jan 2015,EMKE Group,LuLu Internationa...,UAE,Middle East,Financial services,Business Services,Considering Project (...,-,-
13,Dec 2014,Jayanti Group,Jayanti Group,India,Latin America & C...,Food and Beverages,n/a,New Investment Stra...,-,-
14,Dec 2014,Akamai Technolo...,Akamai Technolo...,United States,Middle East,Software & IT serv...,ICT & Internet Inf...,Considering Project (...,-,-
15,Dec 2014,Adelphic,Adelphic,United States,Asia-Pacific,Software & IT serv...,n/a,New Funding/Resour...,-,-
