ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Apr 2024,Circle of Games,Circle of Games,India,United States,Software & IT services,n/a,New Funding/Resour...,$1.00m,-
2,Apr 2024,Bokra,Bokra,Egypt,Middle East,Software & IT services,n/a,New Funding/Resour...,$4.60m,-
3,Apr 2024,Energicity,Energicity,Ghana,Africa,Renewable energy,Electricity,New Investment Stra...,-,-
4,Apr 2024,Zuri Beauty (Zuri),Zuri Beauty (Zuri),Democratic Repu...,Belgium,Consumer products,n/a,New Funding/Resour...,-,-
5,Apr 2024,Runo,Runo,India,United States,Software & IT services,n/a,New Funding/Resour...,$1.50m,-
6,Apr 2024,Midas Financial T...,Midas Financial T...,Turkey,Middle East,Software & IT services,n/a,New Funding/Resour...,$45.00m,-
7,Apr 2024,Fortis Digital Solu...,Fortis Digital Solu...,UAE,Middle East,Software & IT services,n/a,New Funding/Resour...,$20.00m,-
8,Apr 2024,Mara Holdings (M...,Mara Holdings (M...,United States,India,Communications,n/a,New Investment Stra...,-,-
9,Apr 2024,EdgeConneX,EdgeConneX,United States,Middle East,Communications,ICT & Internet Infra...,Considering Projec...,$1.90bn,-
10,Apr 2024,Berachain,Berachain,Cayman Islands,Hong Kong,Software & IT services,n/a,New Funding/Resour...,$100.00m,-
11,Apr 2024,EMAGIA,EMAGIA,United States,Middle East,Software & IT services,n/a,New Investment Stra...,-,-
12,Apr 2024,Zeepay,Zeepay,Ghana,Latin America & C...,Financial services,n/a,New Funding/Resour...,-,-
13,Apr 2024,Novas EZ,Novas EZ,South Korea,Egypt,Electronic components,Manufacturing,Considering Project (...,-,-
14,Apr 2024,Greenfly,Greenfly,United States,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$14.00m,-
15,Mar 2024,Rana Group,Rana Group,India,Egypt,Renewable energy,Manufacturing,Considering Project (...,-,$12.00bn
