ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jan 2025,Palladium Hotel G...,Palladium Hotel G...,Spain,United States,Hotels & tourism,Construction,Considering Project (...,-,-
2,Jan 2025,PowerGen Renew...,PowerGen Renew...,Kenya,Nigeria,Renewable energy,Electricity,Considering Projec...,-,-
3,Jan 2025,Halo AI,Halo AI,Saudi Arabia,Kuwait,Software & IT services,n/a,New Funding/Resour...,$6.00m,-
4,Jan 2025,Lycatel,Lycatel,United Kingdom,Africa,Communications,ICT & Internet Infra...,Considering Project (...,-,-
5,Jan 2025,AP Moller - Maersk,Maersk Project Lo...,Denmark,India,Transportation & War...,n/a,New Investment Stra...,-,-
6,Jan 2025,BrainSight AI,BrainSight AI,India,United States,Software & IT services,n/a,New Funding/Resour...,$5.00m,-
7,Jan 2025,Hippocratic AI,Hippocratic AI,United States,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$141.00m,-
8,Jan 2025,Sistema.bio,Sistema.bio,Mexico,Africa,Chemicals,n/a,New Funding/Resour...,$3.50m,-
9,Jan 2025,Eni SpA,Eni SpA,Italy,Egypt,"Coal, oil & gas",Manufacturing,Considering Project (...,-,-
10,Jan 2025,Husk Power Syst...,Husk Power Syst...,United States,India,Renewable energy,n/a,New Investment Stra...,-,-
11,Jan 2025,MilkStraw AI,MilkStraw AI,United States,Middle East,Software & IT services,n/a,New Funding/Resour...,$0.60m,-
12,Jan 2025,FloQast,FloQast,United States,Middle East,Software & IT services,n/a,New Investment Stra...,-,-
13,Jan 2025,Planful (Host Ana...,Planful (Host Ana...,United States,Germany,Software & IT services,n/a,New Investment Stra...,-,-
14,Jan 2025,AlloyX,AlloyX,United States,UAE,Software & IT services,n/a,New Funding/Resour...,$10.00m,-
15,Jan 2025,Manganese Ore I...,Manganese Ore I...,India,Australia,Metals,Extraction,Considering Project (...,-,-
