ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jan 2011,BSD Crown (Emb...,Sapiens Internati...,Israel,Asia-Pacific,Software & IT serv...,n/a,New Personnel,-,-
2,Jan 2011,Yildiz Holding,Yildiz Holding,Turkey,Middle East,Food and Beverages,Unspecified,New Funding/Resour...,-,-
3,Jan 2011,Cummins,Cummins,United States,Nigeria,Engines & turbines,Manufacturing,New Investment Stra...,-,$75.00m
4,Jan 2011,CWR Mobility,CWR Mobility,Netherlands,Asia-Pacific,Software & IT serv...,n/a,New Funding/Resour...,-,-
5,Jan 2011,Drake & Scull Int...,Drake & Scull Int...,UAE,Egypt,Business services,Unspecified,New Overseas Suppli...,-,-
6,Jan 2011,Parity Solar,Parity Solar,Germany,Latin America & C...,Electronic compon...,n/a,New Investment Stra...,-,-
7,Jan 2011,Indian Overseas ...,Indian Overseas ...,India,Asia-Pacific,Financial services,Business Services,Considering Project (...,-,-
8,Jan 2011,Bailey Group (AB...,A&P Group,United Kingdom,Nigeria,Industrial equipme...,n/a,New Overseas Suppli...,-,-
9,Jan 2011,Kuwait Remal Re...,Kuwait Remal Re...,Kuwait,Africa,Real estate,n/a,New Investment Stra...,-,$200.00m
10,Jan 2011,Nelt,Nelt,Serbia,Africa,Transportation & ...,Unspecified,New Investment Stra...,-,-
11,Jan 2011,Project Goth,mig33,United States,India,Software & IT serv...,Unspecified,New Investment S...,-,$8.90m
12,Jan 2011,Renaissance Serv...,Topaz Energy and...,Oman,Latin America & C...,"Coal, oil & gas",Unspecified,New Funding/Resour...,-,-
13,Jan 2011,EnerMech,EnerMech,United Kingdom,Asia-Pacific,Industrial equipme...,n/a,New Investment Stra...,-,$32.00m
14,Jan 2011,John Wood Group,Mustang Enginee...,United Kingdom,Asia-Pacific,Business services,Unspecified,New Personnel,-,-
15,Jan 2011,Vitol Group,Vitol Tank Termin...,Netherlands,North America,Transportation & ...,Unspecified,New Investment Stra...,-,-
