ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Dec 2023,Omniful,Omniful,Saudi Arabia,Middle East,Software & IT services,"Sales, Marketing & ...",New Funding/Resour...,$5.90m,-
2,Dec 2023,StarNews Mobile,StarNews Mobile,United States,Nigeria,Software & IT services,n/a,New Funding/Resour...,$3.00m,-
3,Dec 2023,LVMH Group,Birkenstock Orth...,France,Asia-Pacific,Textiles,Retail,New Investment Stra...,-,-
4,Dec 2023,Flow48,Flow48,United Kingdom,South Africa,Software & IT services,n/a,New Funding/Resour...,$25.00m,-
5,Dec 2023,BlackHouse Medi...,BlackHouse Medi...,Nigeria,Africa,Business services,n/a,New Investment Stra...,-,-
6,Nov 2023,CheckRewards,CheckRewards,UAE,Saudi Arabia,Software & IT services,n/a,New Funding/Resour...,$1.20m,-
7,Nov 2023,Fajar Realty,Fajar Realty,UAE,Africa,Real estate,n/a,New Investment Stra...,-,-
8,Nov 2023,Waspito,Waspito,Cameroon,Senegal,Software & IT services,n/a,New Funding/Resour...,$2.50m,-
9,Nov 2023,Fork N Knife,Fork N Knife,Turkey,Africa,Software & IT services,n/a,New Funding/Resour...,$0.80m,-
10,Nov 2023,FrontEdge,FrontEdge,Nigeria,Kenya,Software & IT services,n/a,New Funding/Resour...,$10.00m,-
11,Nov 2023,Vertiv (Emerson ...,Vertiv (Emerson ...,United States,Africa,Communications,"Sales, Marketing & ...",Considering Project (...,-,-
12,Nov 2023,10mg Pharma,10mg Pharma,Nigeria,Kenya,Pharmaceuticals,n/a,New Investment Stra...,-,-
13,Nov 2023,Konnect,Konnect,Tunisia,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
14,Nov 2023,WayUp Sports (W...,WayUp Sports (W...,Egypt,Middle East,Textiles,n/a,New Funding/Resour...,-,-
15,Nov 2023,Access Bank,Access Bank,Nigeria,United States,Financial services,Business Services,New Investment Stra...,-,-
