ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Mar 2015,Al-Khabeer Capital,Al-Khabeer Capital,Saudi Arabia,Africa,Financial services,n/a,New Investment Stra...,-,-
2,Mar 2015,Kaminario,Kaminario,United States,Middle East,Business machines...,n/a,New Investment Stra...,-,-
3,Mar 2015,Maestrano,Maestrano,Australia,Africa,Software & IT serv...,n/a,New Investment Stra...,-,-
4,Feb 2015,Sovereign Global ...,Sovereign Global ...,United Kingdom,Africa,Business services,n/a,New Investment Stra...,-,-
5,Feb 2015,deVere & Partner...,deVere & Partner...,Switzerland,Asia-Pacific,Financial services,Business Services,Considering Project (...,-,-
6,Feb 2015,Crocs,Crocs,United States,Asia-Pacific,Textiles,n/a,New Personnel,-,-
7,Feb 2015,Marubeni,Marubeni,Japan,Asia-Pacific,Business services,Electricity,Considering Project (...,-,-
8,Feb 2015,Qatar Electricity ...,Nebras Power,Qatar,Asia-Pacific,Business services,Electricity,Considering Project (...,-,-
9,Feb 2015,Google,Google,United States,Africa,Software & IT serv...,"Sales, Marketing ...",Considering Project (...,-,-
10,Feb 2015,Gi Group,Gi Group,Italy,Asia-Pacific,Business services,Business Services,Considering Project (...,-,-
11,Feb 2015,TraceLink,TraceLink,United States,Latin America & C...,Software & IT serv...,"Sales, Marketing & ...",Considering Projec...,-,-
12,Feb 2015,Lotte Group,E Wedel (Cadbur...,South Korea,Asia-Pacific,Food and Beverages,n/a,New Investment Stra...,-,-
13,Feb 2015,Al Habtoor Group,Al Habtoor Group,UAE,Egypt,Automotive compo...,n/a,New Investment Stra...,-,-
14,Feb 2015,WPP,Tenthavenue,United Kingdom,Asia-Pacific,Business services,n/a,New Personnel,-,-
15,Feb 2015,Brandpath,Data Select,United Kingdom,Asia-Pacific,Communications,"Logistics, Distribu...",Considering Projec...,-,-
