ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Sep 2012,Thermax,Thermax,India,Asia-Pacific,Business services,Unspecified,New Investment Stra...,-,-
2,Sep 2012,Dr Lal PathLabs,Dr Lal PathLabs,India,Asia-Pacific,Healthcare,Unspecified,New Funding/Resour...,-,-
3,Sep 2012,Barclays Bank,Barclays Bank,United Kingdom,Africa,Financial services,Unspecified,New Investment Stra...,-,-
4,Sep 2012,Oboronprom,Russian Helicopte...,Russia,Africa,Automotive OEM,Maintenance & Se...,Considering Project (...,-,-
5,Sep 2012,Agility,Agility,Kuwait,Libya,Transportation & ...,n/a,New Investment Stra...,-,-
6,Sep 2012,La Jolla Group,La Jolla Group,United States,Middle East,Textiles,Unspecified,New Investment S...,-,-
7,Sep 2012,Dragnet Solutions,Dragnet Solutions,Nigeria,Africa,Business services,Unspecified,New Investment Stra...,-,-
8,Sep 2012,VanHan,VanHan,United Kingdom,India,Real estate,Unspecified,New Investment Stra...,-,-
9,Sep 2012,Allianz Group,Allianz Global Cor...,Germany,Africa,Financial services,Unspecified,New Investment Stra...,-,-
10,Sep 2012,Viewfinity,Viewfinity,United States,Middle East,Software & IT serv...,Unspecified,New Funding/Resour...,-,-
11,Sep 2012,Thejo Engineering,Thejo Engineering,India,Africa,Rubber,"Sales, Marketing ...",Considering Project (...,-,-
12,Aug 2012,Nampak,Nampak,South Africa,Africa,Ceramics & glass,Unspecified,New Investment Stra...,-,-
13,Aug 2012,Reifenhauser Mas...,Reifenhauser Mas...,Germany,India,Industrial equipme...,Unspecified,New Investment Stra...,-,-
14,Aug 2012,Tramigo,Tramigo,Finland,Africa,Communications,Technical Support...,Considering Project (...,-,-
15,Aug 2012,Broadridge Finan...,Broadridge City N...,United States,Middle East,Software & IT serv...,n/a,New Investment Stra...,-,-
