ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Sep 2010,Genpact (GECIS),Genpact (GECIS),United States,Lebanon,Business services,Customer Contact C...,Considering Project (...,-,-
2,Sep 2010,Wikimedia Found...,Wikimedia Found...,United States,Asia-Pacific,Software & IT services,"Sales, Marketing & ...",Considering Project (...,-,-
3,Sep 2010,Tenaga Nasional ...,Tenaga Nasional ...,Malaysia,Middle East,"Coal, oil & gas",n/a,Considering Projec...,-,-
4,Sep 2010,Olam International,Olam International,Singapore,Ethiopia,Food and Beverages,Manufacturing,Considering Project (...,-,-
5,Sep 2010,Ruckus Wireless,Ruckus Wireless,United States,Middle East,Communications,n/a,New Personnel,-,-
6,Sep 2010,State Bank of Ind...,State Bank of Ind...,India,Asia-Pacific,Financial services,Business Services,Considering Project (...,-,-
7,Sep 2010,Oni Communicati...,Oni Communicati...,Portugal,Angola,Communications,n/a,New Investment Stra...,-,-
8,Sep 2010,Overtis,Overtis,United Kingdom,Middle East,Software & IT services,n/a,New Personnel,-,-
9,Sep 2010,Airline Services G...,Airline Services C...,United Kingdom,Middle East,Aerospace,n/a,New Personnel,-,-
10,Sep 2010,Banco Privado Atl...,Banco Privado Atl...,Angola,Latin America & C...,Financial services,n/a,Considering Project (...,-,-
11,Sep 2010,Eni SpA,Saipem SpA,Italy,Nigeria,"Coal, oil & gas",n/a,New Overseas Suppli...,-,-
12,Sep 2010,FMC Technologies,FMC Technologies,United States,Angola,Industrial equipment,n/a,New Overseas Suppli...,-,-
13,Sep 2010,China Petrochemi...,China Petroleum ...,China,Egypt,"Coal, oil & gas",Headquarters,Considering Project (...,-,-
14,Sep 2010,Borodino Group,Borodino Group,Russia,Tanzania,Renewable energy,Electricity,New Overseas Suppli...,-,-
15,Sep 2010,Copperbelt Energ...,Copperbelt Energ...,Zambia,Zimbabwe,"Coal, oil & gas",Electricity,Considering Project (...,-,-
