ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jan 2018,ZOLA Electric (Of...,ZOLA Electric (Of...,Tanzania,Africa,Renewable energy,n/a,New Funding/Resour...,-,-
2,Jan 2018,Bountly,Bountly,South Africa,Spain,Software & IT services,n/a,New Investment Stra...,-,-
3,Jan 2018,Bwala,Bwala,Kenya,Asia-Pacific,Software & IT services,n/a,New Investment Stra...,-,-
4,Jan 2018,Grupo Lolita,Symphorine,Uruguay,Middle East,Textiles,Retail,New Investment Stra...,-,-
5,Jan 2018,Golix,Golix,Zimbabwe,Africa,Financial services,n/a,New Funding/Resour...,-,-
6,Jan 2018,Broadridge Finan...,Broadridge Finan...,United States,Asia-Pacific,Software & IT services,n/a,New Investment S...,-,-
7,Jan 2018,Printivo,Printivo,Nigeria,Africa,"Paper, printing & pac...",n/a,New Investment Stra...,-,-
8,Jan 2018,Arabian Cement,Arabian Cement,Saudi Arabia,Asia-Pacific,Building materials,n/a,New Investment Stra...,-,-
9,Jan 2018,Ethiopian Airlines,Ethiopian Airlines,Ethiopia,Africa,Transportation & War...,"Logistics, Distributio...",New Investment Stra...,-,-
10,Jan 2018,Dropque,Dropque,Nigeria,Africa,Software & IT services,n/a,New Investment Stra...,-,-
11,Jan 2018,3N Veneers,3N Veneers,United Kingdom,Middle East,Healthcare,n/a,New Investment Stra...,-,-
12,Jan 2018,Shopmatic,Shopmatic,Singapore,Malaysia,Software & IT services,n/a,New Funding/Resour...,-,-
13,Jan 2018,Industri Kereta A...,Industri Kereta A...,Indonesia,Africa,Non-automotive tran...,n/a,New Investment Stra...,-,-
14,Jan 2018,Hotels.ng,Hotels.ng,Nigeria,Africa,Hotels & tourism,n/a,New Investment Stra...,-,-
15,Jan 2018,Upgrad,Upgrad,India,Asia-Pacific,Business services,n/a,New Funding/Resour...,-,-
