ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Oct 2020,Airwater,Airwater,India,Maldives,Industrial equipment,n/a,New Funding/Resour...,-,-
2,Oct 2020,PayQin,PayQin,Estonia,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
3,Oct 2020,Roche Group,Roche Group,Switzerland,Angola,Pharmaceuticals,"Sales, Marketing & ...",Considering Project (...,-,-
4,Oct 2020,LG Corp,LG Electronics,South Korea,Middle East,Consumer electronics,n/a,New Investment Stra...,-,-
5,Oct 2020,Emonovo (MARJ3),Emonovo (MARJ3),Egypt,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
6,Oct 2020,Click2Sure,Click2Sure,South Africa,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,-,-
7,Oct 2020,Edves,Edves,Nigeria,Zimbabwe,Software & IT services,n/a,New Funding/Resour...,$0.50m,-
8,Oct 2020,Paystack,Paystack,Nigeria,South Africa,Software & IT services,n/a,New Funding/Resour...,-,-
9,Oct 2020,CS Disco,CS Disco,United States,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$60.00m,-
10,Oct 2020,Verolme Maritime...,Verolme Maritime...,Netherlands,Middle East,Industrial equipment,n/a,New Investment Stra...,-,-
11,Oct 2020,RingCentral,RingCentral,United States,Lithuania,Software & IT services,n/a,New Investment Stra...,-,-
12,Oct 2020,dreevo,dreevo,Egypt,Middle East,Software & IT serv...,n/a,New Funding/Resour...,-,-
13,Oct 2020,OncoChain,OncoChain,Netherlands,Poland,Software & IT services,n/a,New Investment Stra...,-,-
14,Oct 2020,Retailo,Retailo,Saudi Arabia,Middle East,Software & IT services,n/a,New Funding/Resour...,$2.30m,-
15,Oct 2020,NowPay,NowPay,Egypt,Middle East,Software & IT services,n/a,New Funding/Resour...,$2.10m,-
