ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jun 2021,ClearScore,ClearScore,United Kingdom,India,Business services,n/a,New Funding/Resour...,-,-
2,Jun 2021,3M,3M Gulf,United States,Saudi Arabia,Chemicals,n/a,New Investment Stra...,-,-
3,Jun 2021,ECOSTP Technolo...,ECOSTP Technolo...,India,Indonesia,Industrial equipment,n/a,New Investment Stra...,-,-
4,Jun 2021,Abhi,Abhi,Pakistan,Bahrain,Software & IT services,n/a,New Funding/Resour...,$2.00m,-
5,Jun 2021,Mama ME,Mama ME,UAE,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
6,Jun 2021,Fatura,Fatura,Egypt,Africa,Consumer products,n/a,New Funding/Resour...,$3.00m,-
7,Jun 2021,Gamesbandy,Gamesbandy,Egypt,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
8,Jun 2021,Rizek,Rizek,UAE,Saudi Arabia,Software & IT services,n/a,New Funding/Resour...,$10.00m,-
9,Jun 2021,MoneyHash,MoneyHash,United States,Middle East,Software & IT services,n/a,New Investment Stra...,-,-
10,Jun 2021,BioNTech,BioNTech,Germany,Africa,Biotechnology,Manufacturing,Considering Project (...,-,-
11,Jun 2021,Ziina,Ziina,UAE,Tunisia,Financial services,n/a,New Funding/Resour...,-,-
12,Jun 2021,LOLC Group (Lan...,LOLC Group (Lan...,Sri Lanka,Africa,Financial services,n/a,New Investment Stra...,-,-
13,Jun 2021,Fable Fintech,Fable Fintech,India,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,-,-
14,Jun 2021,Clir Renewables,Clir Renewables,Canada,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$22.38m,-
15,Jun 2021,Leams Education,Leams Education,UAE,Middle East,Business services,Business Services,New Investment Stra...,-,-
