ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Aug 2024,Moneta Markets,Moneta Markets,Saint Vincent an...,UAE,Financial services,n/a,New Investment Stra...,-,-
2,Aug 2024,GoWit,GoWit,United States,Middle East,Software & IT services,n/a,New Funding/Resour...,$1.30m,-
3,Aug 2024,Conduit Financial ...,Conduit Financial ...,United States,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$6.00m,-
4,Aug 2024,Lava International,Lava International,India,Africa,Communications,n/a,New Investment Stra...,-,-
5,Aug 2024,M2P Solutions (Y...,M2P Solutions (Y...,India,Bahrain,Software & IT services,n/a,New Funding/Resour...,$80.00m,-
6,Aug 2024,Chime Biologics,Chime Biologics,China,Latin America & C...,Biotechnology,n/a,New Investment Stra...,-,-
7,Aug 2024,Malabar Group,Malabar Gold and...,India,Turkey,Consumer products,Retail,Considering Project (...,-,-
8,Aug 2024,Qardy,Qardy,Egypt,Saudi Arabia,Software & IT services,n/a,New Funding/Resour...,-,-
9,Aug 2024,ManoCap Energy,ManoCap Energy,Ghana,Nigeria,Renewable energy,n/a,New Funding/Resour...,$20.00m,-
10,Aug 2024,Menken Trials,Menken Trials,Estonia,Africa,Software & IT services,n/a,New Funding/Resour...,$1.40m,-
11,Aug 2024,Bourgeois Bohème,Bourgeois Bohème,Lithuania,Middle East,Financial services,n/a,New Funding/Resour...,$7.03m,-
12,Aug 2024,Intelmatix,Intelmatix,Saudi Arabia,Middle East,Software & IT services,n/a,New Funding/Resour...,$20.00m,-
13,Aug 2024,WorkJam,WorkJam,Canada,Middle East,Software & IT services,n/a,New Funding/Resour...,$20.00m,-
14,Jul 2024,Kuady,Kuady,United Kingdom,Latin America & C...,Software & IT services,n/a,New Investment Stra...,-,-
15,Jul 2024,Educatly,Educatly,Ireland,Nigeria,Software & IT services,n/a,New Funding/Resour...,$2.50m,-
