ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jun 2017,Shell PLC (Royal ...,Shell Petroleum ...,Netherlands,Nigeria,"Coal, oil & gas",Extraction,Considering Project (...,-,-
2,Jun 2017,Lafarge,Binastore,France,Middle East,Building materials,Retail,Considering Project (...,-,-
3,Jun 2017,Wabag Group,Wabag Group,India,Latin America & C...,Business services,n/a,New Investment Stra...,-,-
4,Jun 2017,African Media Ag...,African Media Ag...,UAE,Africa,Business services,Business Services,Considering Project (...,-,-
5,Jun 2017,Centogene,Centogene,Germany,Latin America & C...,Healthcare,n/a,New Funding/Resour...,-,-
6,Jun 2017,ROKT,ROKT,Australia,Asia-Pacific,Software & IT serv...,n/a,New Funding/Resour...,-,-
7,Jun 2017,Energiya Global,Energiya Global,Israel,Nigeria,Renewable energy,n/a,New Investment Stra...,-,-
8,May 2017,Premier Medical ...,Premier Medical ...,Nigeria,Africa,Software & IT serv...,n/a,New Funding/Reso...,-,-
9,May 2017,SSAB,SSAB,Sweden,Africa,Metals,"Sales, Marketing...",Considering Project (...,-,-
10,May 2017,Commercial Inter...,Commercial Inter...,Egypt,Africa,Financial services,n/a,New Investment Stra...,-,-
11,May 2017,Cars45,Cars45,Nigeria,Africa,Software & IT serv...,n/a,New Funding/Resour...,-,-
12,May 2017,Whirlpool,Whirlpool,United States,Middle East,Consumer electron...,Research & Devel...,Considering Project (...,-,-
13,May 2017,Wasoko (Sokowat...,Wasoko (Sokowat...,United States,Africa,Transportation & ...,n/a,New Investment Stra...,-,-
14,May 2017,Thisisme,Thisisme,South Africa,Africa,Software & IT serv...,n/a,New Investment Stra...,-,-
15,May 2017,SweepSouth,SweepSouth,South Africa,Africa,Business services,n/a,New Funding/Resour...,-,-
