ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Nov 2020,Eaton,Eaton,Ireland,Netherlands,Automotive OEM,n/a,New Investment Stra...,-,-
2,Nov 2020,Accelerex Holdings,Global Accelerex,Mauritius,Kenya,Financial services,n/a,New Funding/Resour...,$20.00m,-
3,Nov 2020,Quintype Technol...,Quintype Technol...,India,Singapore,Software & IT services,n/a,New Funding/Resour...,$3.40m,-
4,Nov 2020,The Stagwell Gro...,ForwardPMX,United States,Middle East,Business services,n/a,New Investment S...,-,-
5,Nov 2020,Autochek Nigeria,Autochek Nigeria,Nigeria,Kenya,Business services,n/a,New Funding/Resour...,$3.40m,-
6,Nov 2020,Lori Systems,Lori Systems,Kenya,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
7,Nov 2020,Peach Bots (FinC...,Peach Bots (FinC...,South Africa,Africa,Software & IT services,n/a,New Funding/Resour...,$1.60m,-
8,Nov 2020,Mark Robertson ...,Mark Robertson ...,United Kingdom,Middle East,"Coal, oil & gas",n/a,New Personnel,-,-
9,Nov 2020,Turaco,Turaco,Kenya,Uganda,Financial services,n/a,New Funding/Resour...,$2.00m,-
10,Nov 2020,Kuda (Kudimoney),Kuda (Kudimoney),United Kingdom,Africa,Financial services,n/a,New Funding/Resour...,$10.00m,-
11,Nov 2020,SwiftVee,SwiftVee,South Africa,United States,Software & IT services,n/a,New Funding/Resour...,$1.50m,-
12,Nov 2020,Carma Chain,Carma Chain,Kenya,Africa,Business services,n/a,New Funding/Resour...,-,-
13,Nov 2020,Kasha,Kasha,Kenya,Kenya,Consumer products,n/a,New Funding/Resour...,$3.00m,-
14,Nov 2020,Brand Ripplr,Brand Ripplr,UAE,Saudi Arabia,Business services,n/a,New Funding/Resour...,$1.00m,-
15,Nov 2020,Infinox,Infinox,United Kingdom,Ghana,Financial services,n/a,Considering Project (...,-,-
