ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Nov 2011,RussNeft,RussNeft,Russia,Nigeria,"Coal, oil & gas",Unspecified,New Investment Stra...,-,-
2,Nov 2011,IHS Plc,IHS Plc,Nigeria,Kenya,Communications,ICT & Internet Inf...,Considering Projec...,-,-
3,Nov 2011,Griffiths Energy I...,Griffiths Energy I...,Canada,Chad,"Coal, oil & gas",Unspecified,New Funding/Resour...,-,-
4,Nov 2011,Retaj Marketing a...,Retaj Marketing a...,Qatar,Asia-Pacific,Hotels & tourism,Unspecified,New Investment Stra...,-,-
5,Nov 2011,InnoVent,InnoVent,South Africa,Africa,Financial services,Unspecified,New Investment Stra...,-,-
6,Nov 2011,GSSG Holdings,Naira Internation...,Qatar,Middle East,Food and Beverages,Retail,Considering Project (...,-,-
7,Nov 2011,Yantai 4D High-Te...,Yantai 4D High-Te...,China,Africa,Rubber,Unspecified,New Investment Stra...,-,-
8,Nov 2011,Mpact,Mpact,South Africa,Africa,"Paper, printing & p...",Unspecified,New Investment Stra...,-,-
9,Nov 2011,Compass Group,Compass Group,United Kingdom,Latin America & C...,Business services,Unspecified,New Investment Stra...,-,-
10,Nov 2011,Sparrows Offshor...,Sparrows Offshor...,United Kingdom,Africa,Business services,Unspecified,New Investment Stra...,-,-
11,Nov 2011,Pam Golding Inte...,Pam Golding Prop...,South Africa,Africa,Real estate,Unspecified,New Investment Stra...,-,-
12,Nov 2011,AngloGold Ashanti,AngloGold Ashanti,South Africa,Latin America & C...,Metals,Unspecified,New Investment Stra...,-,-
13,Nov 2011,Kuala Lumpur Ke...,Kuala Lumpur Ke...,Malaysia,Latin America & C...,Food and Beverages,Unspecified,New Investment Stra...,-,-
14,Nov 2011,Siemens,Siemens,Germany,Africa,"Coal, oil & gas",Unspecified,New Investment Stra...,-,-
15,Nov 2011,Li & Fung Group,Li & Fung Group,Hong Kong,Morocco,Consumer products,n/a,Considering Project (...,-,$300.00m
