ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,May 2024,International Con...,International Con...,Philippines,Latin America & C...,Transportation & War...,n/a,New Investment Stra...,-,$450.00m
2,May 2024,Lune Technologies,Lune Technologies,UAE,Kuwait,Software & IT services,n/a,New Funding/Resour...,$1.50m,-
3,May 2024,Delo Group,Delo Group,Russia,Egypt,Transportation & War...,Construction,Considering Projec...,-,-
4,May 2024,Seamfix,Seamfix,Nigeria,Kenya,Software & IT services,n/a,New Funding/Resour...,$4.50m,-
5,May 2024,Axmed,Axmed,Switzerland,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$2.00m,-
6,May 2024,Gulf Marketing Gr...,Gulf Marketing Gr...,UAE,Saudi Arabia,Textiles,Retail,Considering Project (...,-,-
7,May 2024,GoMining,GoMining,United Kingdom,Middle East,Software & IT services,n/a,New Funding/Resour...,$3.00m,-
8,May 2024,Renda,Renda,Nigeria,Kenya,Software & IT services,n/a,New Funding/Resour...,$1.90m,-
9,May 2024,StrongDM,StrongDM,United States,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$34.00m,-
10,Apr 2024,Ouno,Ouno,United Kingdom,United States,Software & IT services,n/a,New Funding/Resour...,-,-
11,Apr 2024,Profitroom,Profitroom,Poland,Latin America & C...,Hotels & tourism,n/a,New Funding/Resour...,$67.70m,-
12,Apr 2024,Bump,Bump,United States,United States,Software & IT services,n/a,New Funding/Resour...,$3.00m,-
13,Apr 2024,Ecozen Solutions,Ecozen Solutions,India,Asia-Pacific,Industrial equipment,n/a,New Funding/Resour...,$30.00m,-
14,Apr 2024,Outsized,Outsized,United Kingdom,Saudi Arabia,Business services,n/a,New Investment Stra...,-,-
15,Apr 2024,Odysse,Odysse,India,Latin America & C...,Non-automotive tran...,n/a,New Investment Stra...,-,-
