ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Aug 2021,Trade X,Trade X,Canada,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$10.00m,-
2,Aug 2021,Advantage Club,Advantage Club,India,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$1.70m,-
3,Aug 2021,Magnus Aircraft,Magnus Aircraft,Hungary,Nigeria,Aerospace,Manufacturing,Considering Project (...,-,-
4,Aug 2021,PawaPay,PawaPay,United Kingdom,Africa,Financial services,n/a,New Funding/Resour...,$9.00m,-
5,Aug 2021,OPay,OPay,Nigeria,Middle East,Financial services,n/a,New Funding/Resour...,$400.00m,-
6,Aug 2021,Bookr,Bookr,Kuwait,Saudi Arabia,Software & IT services,n/a,New Funding/Resour...,$1.00m,-
7,Aug 2021,PlentyWaka,PlentyWaka,Nigeria,Ghana,Software & IT services,n/a,New Funding/Resour...,$1.20m,-
8,Aug 2021,CashBackApp,CashBackApp,Kenya,Africa,Software & IT services,n/a,New Funding/Resour...,$0.47m,-
9,Aug 2021,CapitalSage,CapitalSage,Nigeria,Africa,Financial services,n/a,New Funding/Resour...,$4.00m,-
10,Aug 2021,Bandwidth and Cl...,Bandwidth and Cl...,Kenya,South Africa,Communications,n/a,New Funding/Resour...,$12.00m,-
11,Aug 2021,BYON8,BYON8,Sweden,Kenya,Software & IT services,n/a,New Funding/Resour...,$1.50m,-
12,Aug 2021,Omnibiz,Omnibiz,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,$3.00m,-
13,Aug 2021,Hinduja Group,Ashok Leyland,India,Asia-Pacific,Automotive OEM,n/a,New Investment Stra...,-,-
14,Aug 2021,Alida School,Alida School,United Kingdom,Africa,Software & IT services,n/a,Considering Projec...,-,-
15,Aug 2021,L'Occitane en Pro...,L'Occitane en Pro...,France,Asia-Pacific,Consumer products,Retail,Considering Project (...,-,-
