ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,May 2021,Mono (YC W21),Mono (YC W21),Nigeria,Kenya,Software & IT services,n/a,New Funding/Resour...,$2.00m,-
2,May 2021,Tays,Tays,Egypt,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
3,May 2021,Injazat Data Syst...,Injazat Data Syst...,UAE,Middle East,Software & IT services,Business Services,Considering Project (...,-,-
4,May 2021,Immuta,Immuta,United States,United States,Software & IT services,n/a,New Funding/Resour...,$90.00m,-
5,May 2021,Corporacion Hijos...,Estrella Galicia,Spain,Latin America & C...,Food and Beverages,n/a,New Investment Stra...,-,-
6,May 2021,Homzmart,Homzmart,Egypt,Middle East,Consumer products,n/a,New Funding/Resour...,$15.00m,$15.00m
7,May 2021,Foloosi,Foloosi,UAE,Saudi Arabia,Software & IT services,n/a,New Funding/Resour...,$2.00m,-
8,May 2021,Tech5,Tech5,Switzerland,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$10.50m,-
9,May 2021,Proxtera,Proxtera,Singapore,Asia-Pacific,Software & IT services,n/a,New Investment Stra...,-,-
10,May 2021,EkkoSense,EkkoSense,United Kingdom,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,-,-
11,May 2021,LoadMe,LoadMe,UAE,Egypt,Software & IT services,n/a,New Investment Stra...,-,-
12,May 2021,Maviance GmbH,Maviance PLC (M...,Germany,Cameroon,Software & IT services,n/a,New Funding/Resour...,$3.00m,-
13,May 2021,SafeMoon,SafeMoon,United States,Africa,Software & IT services,n/a,Considering Project (...,-,-
14,May 2021,Bloom Energy,Bloom Energy,United States,Spain,Electronic components,n/a,New Personnel,-,-
15,May 2021,Lami,Lami,Kenya,Africa,Software & IT services,n/a,New Funding/Resour...,$1.80m,-
