ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Oct 2021,Hubilo,Hubilo,United States,United States,Software & IT services,n/a,New Funding/Resour...,$125.00m,-
2,Oct 2021,AlgoDriven,AlgoDriven,UAE,Australia,Software & IT services,n/a,New Funding/Resour...,$2.00m,-
3,Oct 2021,Lamma,Lamma,Tunisia,Morocco,Consumer products,n/a,New Funding/Resour...,-,-
4,Oct 2021,Moderna,Moderna,United States,Africa,Pharmaceuticals,Manufacturing,Considering Project (...,-,-
5,Oct 2021,WafiApps,WafiApps,Bahrain,Middle East,Consumer products,n/a,New Funding/Resour...,-,-
6,Oct 2021,Biware,Biware,Tunisia,Africa,Software & IT services,Business Services,Considering Projec...,$1.20m,-
7,Oct 2021,Livewire Group,Livewire Group,Australia,Asia-Pacific,Business services,n/a,New Investment Stra...,-,-
8,Oct 2021,VertoFX,VertoFX,United Kingdom,Middle East,Financial services,n/a,New Funding/Resour...,$10.00m,-
9,Sep 2021,Rumbl,Rumbl,Saudi Arabia,Middle East,Software & IT services,n/a,New Funding/Resour...,$1.07m,-
10,Sep 2021,Yobante Express,Yobante Express,United States,Nigeria,Transportation & War...,n/a,New Funding/Resour...,$1.20m,-
11,Sep 2021,Yellow Card Finan...,Yellow Card Finan...,United States,Africa,Software & IT services,n/a,New Funding/Resour...,$15.00m,-
12,Sep 2021,International Wor...,IWG Regus Nigeria,Switzerland,Africa,Real estate,Business Services,New Investment Stra...,-,-
13,Sep 2021,Altona Energy Plc...,Altona Energy Plc...,United Kingdom,Africa,"Coal, oil & gas",n/a,New Funding/Resour...,$1.70m,-
14,Sep 2021,ZOLA Electric (Of...,ZOLA Electric (Of...,Netherlands,Latin America & C...,Renewable energy,n/a,New Funding/Resour...,$90.00m,-
15,Sep 2021,Alpha Dhabi Holdi...,Response Plus Me...,UAE,India,Healthcare,n/a,New Investment Stra...,-,-
