ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Nov 2019,Trukker,Trukker,UAE,Egypt,Software & IT services,n/a,New Funding/Resour...,-,-
2,Nov 2019,Hero Group,Hero Future Ener...,India,Asia-Pacific,Renewable energy,Electricity,Considering Projec...,-,-
3,Nov 2019,PEG Africa,PEG Africa,Ghana,Africa,Renewable energy,n/a,New Investment Stra...,-,-
4,Nov 2019,Tunga,Tunga,Netherlands,Nigeria,Software & IT services,Business Services,Considering Project (...,-,-
5,Nov 2019,Rapyd,Rapyd,United Kingdom,Middle East,Software & IT services,n/a,New Funding/Reso...,-,$100.00m
6,Nov 2019,Agility,Agility,Kuwait,Egypt,Real estate,Construction,Considering Project (...,-,-
7,Nov 2019,Emirates National...,Emirates National...,UAE,Egypt,"Coal, oil & gas",n/a,New Investment Stra...,-,-
8,Nov 2019,Abu Dhabi Nation...,Abu Dhabi Nation...,UAE,India,"Coal, oil & gas",n/a,New Investment Stra...,-,-
9,Nov 2019,Atom Learning,Atom Learning,United Kingdom,Asia-Pacific,Software & IT services,n/a,New Investment Stra...,-,-
10,Nov 2019,Bridgestone,Bridgestone,Japan,South Africa,Rubber,Manufacturing,Considering Project (...,-,$19.85m
11,Nov 2019,Access Bank,Access Bank,Nigeria,South Africa,Financial services,Business Services,Considering Project (...,-,-
12,Oct 2019,Moringa School,Moringa School,Kenya,Africa,Business services,n/a,New Funding/Resour...,-,-
13,Oct 2019,United Oil,United Oil,Egypt,Middle East,Food and Beverages,"Logistics, Distributio...",Considering Project (...,-,-
14,Oct 2019,EFKO Produkty Pi...,EFKO Group,Russia,Middle East,Food and Beverages,"Logistics, Distributio...",Considering Project (...,-,-
15,Oct 2019,Sendy,Sendy,Kenya,Africa,Software & IT services,n/a,New Funding/Resour...,-,$2.00m
