ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Nov 2018,Abu Dhabi Nation...,Abu Dhabi Nation...,UAE,India,Chemicals,n/a,New Investment Stra...,-,-
2,Nov 2018,MTN Group,MTN Group,South Africa,Nigeria,Financial services,"Sales, Marketing & ...",Considering Project (...,-,-
3,Nov 2018,Mintos,Mintos,Latvia,Latin America & C...,Financial services,n/a,New Funding/Resour...,-,-
4,Nov 2018,Africa Global Rec...,Africa Global Rec...,Togo,Burkina Faso,Business services,n/a,New Funding/Reso...,-,-
5,Nov 2018,United Parcel Ser...,United Parcel Ser...,United States,Latin America & C...,Transportation & War...,n/a,New Investment Stra...,-,-
6,Nov 2018,PM Connect,PM Connect,United Kingdom,Africa,Software & IT services,n/a,New Overseas Suppli...,-,-
7,Nov 2018,Cloud9xp,Cloud9xp,Kenya,South Africa,Software & IT services,n/a,New Funding/Resour...,-,-
8,Nov 2018,Vision Tech,Vision Tech,South Korea,Ethiopia,Electronic components,Manufacturing,Considering Project (...,-,-
9,Nov 2018,Daehan Steel,Daehan Steel,South Korea,Ethiopia,Metals,Manufacturing,Considering Project (...,-,$100.00m
10,Nov 2018,Mara Group,Mara Group,UAE,Africa,Communications,Manufacturing,Considering Project (...,-,-
11,Nov 2018,Kukua,Kukua,United Kingdom,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
12,Nov 2018,Telkom,Telkom,South Africa,Zimbabwe,Communications,n/a,Considering Project (...,-,-
13,Nov 2018,Pyramid Pharma,Pyramid Pharma,Tanzania,Africa,Medical devices,n/a,New Funding/Resour...,-,-
14,Nov 2018,CowTribe,CowTribe,Ghana,Burkina Faso,Software & IT services,n/a,New Investment Stra...,-,-
15,Nov 2018,EFG Hermes Hold...,EFG Hermes Hold...,Egypt,Nigeria,Financial services,n/a,New Investment Stra...,-,-
