ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Aug 2020,Africa Foresight ...,Africa Foresight ...,United Kingdom,Africa,Business services,Business Services,New Funding/Resour...,$0.70m,-
2,Jul 2020,Aceleron,Aceleron,United Kingdom,Latin America & C...,Electronic components,n/a,New Funding/Resour...,$2.58m,-
3,Jul 2020,Paymenow,Paymenow,South Africa,Latin America & C...,Financial services,n/a,New Funding/Resour...,$0.23m,-
4,Jul 2020,SweepSouth,SweepSouth,South Africa,Africa,Business services,n/a,New Funding/Resour...,-,-
5,Jul 2020,Revathi Equipment,Revathi Equipment,India,Russia,Industrial equipment,n/a,New Funding/Resour...,-,-
6,Jul 2020,SolarX,SolarX,Mali,Côte d Ivoire,Renewable energy,n/a,New Funding/Resour...,-,-
7,Jul 2020,Alpha Electrics,Alpha Electrics,United Kingdom,United States,Electronic components,n/a,New Investment Stra...,-,-
8,Jul 2020,Fatura,Fatura,Egypt,Africa,Consumer products,n/a,New Investment Stra...,-,-
9,Jul 2020,Wyzetalk,Wyzetalk,South Africa,Africa,Communications,n/a,New Personnel,-,-
10,Jul 2020,Komaza,Komaza,Kenya,Africa,Wood products,n/a,New Funding/Resour...,$28.00m,-
11,Jul 2020,TradeDepot,TradeDepot,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,$10.00m,-
12,Jul 2020,Franc,Franc,South Africa,Africa,Financial services,n/a,New Funding/Resour...,-,-
13,Jul 2020,Lean Technologies,Lean Technologies,Saudi Arabia,Kuwait,Software & IT services,n/a,New Funding/Resour...,$3.50m,-
14,Jul 2020,Clyde & Co,Clyde & Co,United Kingdom,Ghana,Business services,Business Services,Considering Project (...,-,-
15,Jul 2020,Ureed,Ureed,UAE,Bahrain,Software & IT services,n/a,New Funding/Resour...,-,-
