ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,May 2021,Flextock,Flextock,Egypt,Middle East,Software & IT services,n/a,New Funding/Resour...,$3.25m,-
2,May 2021,OnePulse,OnePulse,United Kingdom,Russia,Software & IT services,n/a,New Funding/Resour...,$2.78m,-
3,May 2021,Carry1st,Carry1st,South Africa,Africa,Software & IT services,n/a,New Funding/Resour...,$6.00m,-
4,May 2021,AlphaDirect (Alph...,AlphaDirect (Alph...,Botswana,South Africa,Software & IT services,n/a,New Funding/Resour...,$0.60m,$0.60m
5,May 2021,Alpha Direct,Alpha Direct,Botswana,South Africa,Financial services,n/a,New Funding/Resour...,-,-
6,Apr 2021,PayMate,PayMate,India,Middle East,Financial services,n/a,New Investment Stra...,-,-
7,Apr 2021,OKO,OKO,Mali,Uganda,Software & IT services,n/a,New Funding/Resour...,$1.20m,-
8,Apr 2021,Euronews,Euronews,France,Africa,Communications,n/a,Considering Project (...,-,-
9,Apr 2021,FintechOS,FintechOS,Romania,North America,Software & IT services,n/a,New Funding/Resour...,$60.00m,-
10,Apr 2021,Cofe App,Cofe App,Kuwait,Turkey,Software & IT services,n/a,New Funding/Resour...,$10.00m,-
11,Apr 2021,Peach Payments,Peach Payments,South Africa,Kenya,Software & IT services,n/a,New Funding/Resour...,-,-
12,Apr 2021,Signifyd,Signifyd,United States,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$205.00m,-
13,Apr 2021,Equity Bank,Equity Bank,Kenya,Africa,Financial services,n/a,New Funding/Resour...,-,$150.00m
14,Apr 2021,Quro Medical,Quro Medical,South Africa,Africa,Healthcare,n/a,New Funding/Resour...,$1.10m,-
15,Apr 2021,Zone (Appzone),Zone (Appzone),Nigeria,Ghana,Software & IT services,n/a,New Funding/Resour...,$10.00m,-
