ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Sep 2015,Libya Oil Holdings,Libya Oil Ethiopia,UAE,Ethiopia,Chemicals,"Logistics, Distribu...",New Investment Stra...,-,$1.24m
2,Sep 2015,Anheuser-Busch I...,Anheuser-Busch I...,Belgium,Africa,Food and Beverages,n/a,New Investment Stra...,-,-
3,Sep 2015,Afrimax,Afrimax,Netherlands,Africa,Communications,n/a,New Funding/Resour...,-,$120.00m
4,Sep 2015,Tolaram Group,Multipro,Singapore,Africa,Food and Beverages,n/a,New Investment Stra...,-,-
5,Sep 2015,Kellanova (Kellog...,Kellanova (Kellog...,United States,Africa,Food and Beverages,n/a,New Investment Stra...,-,-
6,Sep 2015,Sanlam Group,Sanlam Group,South Africa,Asia-Pacific,Financial services,n/a,New Investment Stra...,-,-
7,Sep 2015,Namene Energy I...,Namene Energy I...,Seychelles,Africa,Renewable energy,Electricity,Considering Project (...,-,-
8,Sep 2015,Doha Bank,Doha Bank,Qatar,Kenya,Financial services,Unspecified,New Investment Stra...,-,-
9,Sep 2015,Star Systems Int...,Star Systems Int...,Hong Kong,Middle East,Business machines...,n/a,New Personnel,-,-
10,Sep 2015,Yingli Green Ener...,Yingli Green Ener...,China,Africa,Renewable energy,Electricity,Considering Project (...,-,-
11,Sep 2015,Pertamina,Pertamina Lubric...,Indonesia,Malaysia,Chemicals,Manufacturing,Considering Project (...,-,-
12,Sep 2015,LotusFlare,LotusFlare,United States,Latin America & C...,Software & IT serv...,n/a,New Funding/Resour...,-,-
13,Aug 2015,Growthpoint Prop...,Growthpoint Prop...,South Africa,Africa,Real estate,n/a,New Investment Stra...,-,-
14,Aug 2015,Dubai World,DP World,UAE,Latin America & C...,Transportation & ...,n/a,New Investment Stra...,-,-
15,Aug 2015,TopCheck,TopCheck,Germany,Africa,Software & IT serv...,n/a,New Funding/Resour...,-,-
