ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Apr 2012,Polpharma,Polpharma,Poland,China,Pharmaceuticals,Unspecified,New Investment Stra...,-,-
2,Apr 2012,Ikon Retail,Ikon Retail,India,Asia-Pacific,Textiles,Retail,Considering Project (...,-,-
3,Apr 2012,Inbisa,Inbisa,Spain,Colombia,Real estate,Unspecified,New Investment Stra...,-,-
4,Apr 2012,Nico Holdings,Nico Holdings,Malawi,Africa,Financial services,"Sales, Marketing ...",Considering Project (...,-,-
5,Apr 2012,Hero Cycles,Hero Cycles,India,Africa,Non-automotive tr...,Manufacturing,Considering Project (...,-,-
6,Apr 2012,Turkish Airlines,Turkish Technic,Turkey,Asia-Pacific,Aerospace,Maintenance & Se...,Considering Projec...,-,-
7,Apr 2012,Diamond Trust B...,Diamond Trust B...,Kenya,Africa,Financial services,Unspecified,New Funding/Reso...,-,-
8,Apr 2012,Hypersonic Group,SP Mining,Spain,Middle East,Metals,"Sales, Marketing ...",Considering Projec...,-,-
9,Apr 2012,Arrium (OneSteel),Arrium (OneSteel),Australia,Latin America & C...,Metals,Unspecified,New Investment Stra...,-,-
10,Apr 2012,ABC Holdings (Ba...,ABC Holdings (Ba...,Botswana,Angola,Financial services,Unspecified,New Investment Stra...,-,-
11,Apr 2012,UAP Group,UAP Group,Kenya,Africa,Financial services,Unspecified,New Funding/Reso...,-,-
12,Mar 2012,IMAX,IMAX,Canada,Middle East,Leisure & entertai...,Unspecified,New Personnel,-,-
13,Mar 2012,Virgin Group,Virgin Group,United Kingdom,Asia-Pacific,Communications,Unspecified,New Investment S...,-,-
14,Mar 2012,PineBridge Invest...,PineBridge Invest...,United States,Middle East,Financial services,Headquarters,Considering Projec...,-,-
15,Mar 2012,British Rototherm,British Rototherm,United Kingdom,Asia-Pacific,Industrial equipme...,"Sales, Marketing ...",Considering Project (...,-,-
