ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Apr 2010,Alphatrad,Alphatrad,France,Netherlands,Business services,Business Services,Considering Project (…,-,-
2,Apr 2010,International Busi…,International Busi…,United States,Africa,n/a,n/a,Considering Project (…,-,-
3,Apr 2010,Skype Technologi…,Skype Technologi…,Luxembourg,Middle East,Communications,"Sales, Marketing & …",Considering Project (…,-,-
4,Apr 2010,International Busi…,International Busi…,United States,India,n/a,n/a,Considering Project (…,-,-
5,Apr 2010,Sanlam Group,Sanlam Group,South Africa,Africa,Financial services,n/a,New Investment Stra…,-,$9.04m
6,Apr 2010,Skye Bank,Skye Bank,Nigeria,Ghana,Financial services,n/a,Considering Project (…,-,-
7,Apr 2010,Senaat General H…,National Petroleu…,UAE,Libya,Business services,n/a,New Investment Stra…,-,-
8,Apr 2010,Pallinghurst Reso…,Pallinghurst Reso…,United Kingdom,South Africa,Metals,Extraction,New Funding/Resour…,-,-
9,Apr 2010,Altech Group,Altech Group,South Africa,Nigeria,Communications,n/a,Considering Project (…,-,-
10,Apr 2010,China Minmetals,China Minmetals,China,Mauritania,Metals,Extraction,Considering Project (…,-,-
11,Apr 2010,Orange (France T…,Orange (France T…,France,Middle East,Communications,n/a,New Investment Stra…,-,-
12,Apr 2010,Landmark Group,Landmark Group,UAE,Lebanon,Consumer products,Retail,New Investment Stra…,-,-
13,Apr 2010,Uno & Company,Uno & Company,South Korea,Africa,Plastics,Manufacturing,Considering Project (…,-,$6.80m
14,Mar 2010,Energie Baden-W…,Energie Baden-W…,Germany,Cameroon,"Coal, oil & gas",n/a,Considering Project (…,-,-
15,Mar 2010,Dominion Petrole…,Dominion Petrole…,Bermuda,Uganda,"Coal, oil & gas",Extraction,New Funding/Resour…,-,-
