ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Sep 2023,Rentoza,Rentoza,South Africa,Africa,Consumer electronics,n/a,New Funding/Resour...,$6.00m,-
2,Aug 2023,EFG Hermes Hold...,EFG Hermes,Egypt,Africa,Financial services,n/a,New Investment Stra...,-,-
3,Aug 2023,National Bank of ...,National Bank of ...,Egypt,Africa,Financial services,n/a,New Investment Stra...,-,-
4,Aug 2023,Koree,Koree,Cameroon,Democratic Re...,Software & IT services,n/a,New Funding/Resour...,$0.09m,-
5,Aug 2023,Leadsales,Leadsales,Mexico,India,Communications,n/a,New Funding/Resour...,$3.70m,-
6,Aug 2023,MALY,MALY,UAE,Bahrain,Software & IT services,n/a,New Funding/Resour...,$1.60m,-
7,Aug 2023,Perfios,Perfios,India,United States,Software & IT services,n/a,New Investment Stra...,-,-
8,Aug 2023,Paismo,Paismo,Pakistan,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$1.30m,-
9,Aug 2023,Banque Misr,Banque Misr,Egypt,Africa,Financial services,n/a,New Investment Stra...,-,-
10,Aug 2023,Hisense,Hisense,China,Lebanon,Consumer electronics,Manufacturing,Considering Project (...,-,-
11,Aug 2023,ADQ (Abu Dhabi ...,TAQA Arabia,UAE,Africa,Business services,Business Services,Considering Projec...,-,-
12,Aug 2023,FuelBuddy,FuelBuddy,India,Africa,"Coal, oil & gas",n/a,New Investment Stra...,-,-
13,Aug 2023,Pertamina,Pertamina Geoth...,Indonesia,Germany,Renewable energy,n/a,New Investment Stra...,-,-
14,Aug 2023,Beryl 8 Plus (BE8),Beryl 8 Plus (BE8),Thailand,Middle East,Software & IT services,Business Services,Considering Project (...,-,-
15,Aug 2023,C. Melchers,IGEL Technology,Germany,Netherlands,Business machines &...,n/a,New Investment Stra...,-,-
