ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Dec 2015,Black Rhino,Black Rhino,South Africa,Ethiopia,Renewable energy,n/a,New Investment Stra...,-,-
2,Nov 2015,Network Internati...,Network Internati...,UAE,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
3,Nov 2015,Holley Group,Holley Group,China,Africa,Real estate,Construction,Considering Project (...,-,-
4,Nov 2015,Asoko Insight,Asoko Insight,United Kingdom,Africa,Business services,n/a,New Funding/Resour...,-,-
5,Nov 2015,Nestle,Galderma,Switzerland,Middle East,Pharmaceuticals,"Sales, Marketing ...",Considering Project (...,-,-
6,Nov 2015,Console,Console,United States,Asia-Pacific,Communications,n/a,New Funding/Resour...,-,-
7,Nov 2015,Merck KGaA,Merck KGaA,Germany,Africa,Pharmaceuticals,n/a,New Investment Stra...,-,-
8,Nov 2015,Abdullah AM Al-K...,Abdullah AM Al-K...,Saudi Arabia,Egypt,Business services,n/a,New Investment Stra...,-,-
9,Nov 2015,Israel Chemicals ...,Israel Chemicals ...,Israel,Latin America & C...,Business services,n/a,New Investment Stra...,-,-
10,Nov 2015,Allied Mobile,Allied Mobile,South Africa,Africa,Communications,n/a,New Funding/Resour...,-,-
11,Nov 2015,Lingvist,Lingvist,Estonia,Asia-Pacific,Software & IT serv...,n/a,New Funding/Resour...,-,-
12,Nov 2015,Caremondo,Caremondo,Germany,Latin America & C...,Software & IT serv...,n/a,New Funding/Resour...,-,-
13,Nov 2015,Careem,Careem,UAE,Asia-Pacific,Software & IT serv...,n/a,New Funding/Resour...,-,-
14,Nov 2015,Hinduja Group,Hinduja Group,India,Africa,Chemicals,n/a,New Investment Stra...,-,$1.00bn
15,Nov 2015,Shanghai Electric,Shanghai Electric,China,Uganda,Renewable energy,Electricity,Considering Project (...,-,$2.00bn
