ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Nov 2021,DrugStoc,DrugStoc,Nigeria,Africa,Pharmaceuticals,n/a,New Funding/Resour...,$4.40m,-
2,Nov 2021,TSLC (The Social ...,TSLC (The Social ...,Singapore,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$25.00m,-
3,Nov 2021,Workato,Workato,United States,Netherlands,Software & IT services,"Sales, Marketing & ...",Considering Projec...,$200.00m,-
4,Nov 2021,Que Processing S...,Que Processing S...,India,Bahrain,Software & IT services,n/a,Considering Project (...,-,-
5,Nov 2021,Onafriq (MFS Afri...,Onafriq (MFS Afri...,South Africa,Africa,Software & IT services,"Sales, Marketing & ...",Considering Projec...,$100.00m,-
6,Nov 2021,Contrast Security,Contrast Security,United States,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$150.00m,-
7,Nov 2021,OpenWeb,OpenWeb,United States,Asia-Pacific,Software & IT services,"Sales, Marketing & ...",Considering Projec...,$150.00m,-
8,Nov 2021,Themis Solutions ...,Themis Solutions ...,Canada,Australia,Software & IT services,n/a,New Investment Stra...,-,-
9,Nov 2021,Roam (Opibus),Roam (Opibus),Kenya,Africa,Non-automotive tran...,n/a,New Funding/Resour...,$7.50m,-
10,Nov 2021,TachyHealth,TachyHealth,United States,Middle East,Healthcare,n/a,New Funding/Resour...,-,-
11,Nov 2021,Fountain,Fountain,United States,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$85.00m,-
12,Nov 2021,Errand360,Errand360,Nigeria,Africa,Transportation & War...,n/a,New Funding/Resour...,-,-
13,Nov 2021,Ampersand,Ampersand,Rwanda,Kenya,Non-automotive tran...,n/a,New Funding/Resour...,$9.00m,-
14,Nov 2021,Breadfast,Breadfast,Egypt,Africa,Food and Beverages,n/a,New Funding/Resour...,$26.00m,-
15,Nov 2021,Twiga Foods,Twiga Foods,Kenya,Africa,Food and Beverages,n/a,New Funding/Resour...,$50.00m,-
