ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,May 2016,Conergy,Conergy,Germany,Middle East,Renewable energy,n/a,New Investment Stra...,-,-
2,May 2016,Al Salam Group ...,Al Salam Group ...,Kuwait,Egypt,"Coal, oil & gas",n/a,New Investment Stra...,-,-
3,Apr 2016,Cylance,Cylance,United States,Middle East,Software & IT serv...,n/a,New Investment Stra...,-,-
4,Apr 2016,ExtraHop,ExtraHop,United States,Middle East,Software & IT serv...,n/a,New Investment Stra...,-,-
5,Apr 2016,Marriott Internati...,Marriott Internati...,United States,Middle East,Hotels & tourism,Construction,Considering Project (...,-,-
6,Apr 2016,Eskom,Eskom,South Africa,Uganda,"Coal, oil & gas",n/a,New Investment Stra...,-,-
7,Apr 2016,Canon,Canon,Japan,Nigeria,Business machines...,"Sales, Marketing & ...",Considering Project (...,-,-
8,Apr 2016,SkyKick,SkyKick,United States,Middle East,Software & IT serv...,n/a,New Personnel,-,-
9,Apr 2016,Obelisk Group,Obelisk Group,Ireland,South Africa,Business services,n/a,New Funding/Resour...,-,$6.77m
10,Apr 2016,GoodWorkLabs,GoodWorkLabs,India,Asia-Pacific,Software & IT serv...,n/a,New Investment Stra...,-,-
11,Apr 2016,Malakoff,Malakoff,Malaysia,Asia-Pacific,Business services,Electricity,Considering Project (...,-,-
12,Apr 2016,Transnet,Transnet,South Africa,Africa,Non-automotive tr...,Manufacturing,Considering Project (...,-,-
13,Apr 2016,Shanghai Jin Jian...,Louvre Hotels,China,Middle East,Hotels & tourism,Construction,Considering Project (...,-,-
14,Apr 2016,Lucid (Federated ...,Lucid (Federated ...,United States,Middle East,Business services,n/a,New Personnel,-,-
15,Apr 2016,Eni SpA,Eni SpA,Italy,Africa,"Coal, oil & gas",n/a,New Investment Stra...,-,-
