ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Sep 2018,Pyramid Pharma,Pyramid Pharma,Tanzania,Côte d Ivoire,Medical devices,n/a,New Funding/Resour...,-,$15.00m
2,Sep 2018,Tizeti,Tizeti,Nigeria,Ghana,Communications,n/a,New Funding/Resour...,-,-
3,Sep 2018,Healthians.com,Healthians.com,India,Asia-Pacific,Biotechnology,n/a,New Funding/Resour...,-,-
4,Sep 2018,K+S Aktiengesell...,K+S Aktiengesell...,Germany,Africa,Chemicals,n/a,New Investment Stra...,-,-
5,Sep 2018,Volkswagen,Volkswagen,Germany,Nigeria,Automotive OEM,Education & Traini...,Considering Project (...,-,-
6,Sep 2018,Sarwa,Sarwa,UAE,Saudi Arabia,Software & IT services,n/a,New Funding/Resour...,-,-
7,Aug 2018,Galp Energia,Galp Energia,Portugal,Mozambique,"Coal, oil & gas",Retail,Considering Project (...,-,-
8,Aug 2018,Myrtle Consulting...,Myrtle Consulting...,United States,Canada,Business services,Business Services,Considering Projec...,-,-
9,Aug 2018,Paystack,Paystack,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
10,Aug 2018,Imarticus Learning,Imarticus Learning,India,Philippines,Business services,n/a,New Funding/Resour...,-,-
11,Aug 2018,Minsk Automobile...,Minsk Automobile...,Belarus,Nigeria,Automotive OEM,Manufacturing,Considering Project (...,-,-
12,Aug 2018,China National B...,China National B...,China,Ethiopia,Real estate,Construction,Considering Project (...,-,-
13,Aug 2018,Eagle Scientific,Eagle Scientific,United Kingdom,Togo,Industrial equipme...,n/a,New Investment Stra...,-,-
14,Aug 2018,NMC Health,NMC Health,UAE,Africa,Healthcare,n/a,New Investment Stra...,-,-
15,Aug 2018,Cineatlas,Cineatlas,Morocco,Africa,Leisure & entertainm...,Retail,Considering Project (...,-,-
