ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Feb 2019,Illumio,Illumio,United States,United States,Software & IT services,n/a,New Funding/Resour...,-,-
2,Feb 2019,GetJenny,GetJenny,Finland,Denmark,Software & IT services,n/a,New Funding/Resour...,-,-
3,Feb 2019,Emerging Market...,Emerging Market...,UAE,Asia-Pacific,Real estate,n/a,New Funding/Resour...,-,-
4,Feb 2019,Kobo360,Kobo360,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
5,Feb 2019,Zeelo,Zeelo,United Kingdom,Africa,Software & IT serv...,n/a,New Funding/Resour...,-,-
6,Jan 2019,Orascom Constru...,Orascom Constru...,Egypt,Africa,Communications,n/a,New Funding/Resour...,-,$170.00m
7,Jan 2019,Ashish Life Science,Ashish Life Science,India,Australia,Pharmaceuticals,n/a,New Funding/Resour...,-,-
8,Jan 2019,Starkey Hearing ...,Starkey Hearing ...,United States,Africa,Medical devices,"Sales, Marketing & ...",Considering Project (...,-,-
9,Jan 2019,Uniconta,Uniconta,Denmark,Kenya,Software & IT services,n/a,New Investment Stra...,-,-
10,Jan 2019,Shortlist,Shortlist,India,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
11,Jan 2019,Bharti Group,Airtel Africa,India,Africa,Communications,ICT & Internet Infra...,Considering Projec...,-,$2.40bn
12,Jan 2019,Yellow door,Yellow door,UAE,Middle East,Renewable energy,Electricity,Considering Projec...,-,-
13,Jan 2019,Pintec,Pintec,China,Asia-Pacific,Software & IT services,n/a,New Investment Stra...,-,-
14,Jan 2019,Andela,Andela,United States,Africa,Business services,n/a,New Funding/Resour...,-,-
15,Jan 2019,Huajian Group,Huajian Group,China,Africa,Textiles,n/a,New Investment Stra...,-,$200.00m
