ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Feb 2018,Mumzworld,Mumzworld,UAE,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
2,Feb 2018,Morphisec,Morphisec,Israel,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,-,-
3,Feb 2018,Workstyle,Workstyle,Kenya,Africa,Real estate,n/a,New Investment Stra...,-,-
4,Feb 2018,Millar Cameron,Millar Cameron,United Kingdom,Africa,Business services,Business Services,Considering Project (...,-,-
5,Feb 2018,Postr Media,Postr Media,New Zealand,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,-,-
6,Feb 2018,Pestana,Pestana,Portugal,United States,Hotels & tourism,Construction,Considering Projec...,-,-
7,Feb 2018,Ghinwa,Ghinwa,UAE,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
8,Feb 2018,Citigroup,Citigroup,United States,Middle East,Financial services,n/a,New Investment Stra...,-,-
9,Feb 2018,Nazara Technolog...,Nazara Technolog...,India,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,-,$4.05m
10,Feb 2018,Icertis,Icertis,United States,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,-,-
11,Feb 2018,Dangote Group,Dangote Group,Nigeria,Ethiopia,Food and Beverages,n/a,New Investment Stra...,-,-
12,Feb 2018,BrilliantPay,BrilliantPay,Kenya,Africa,Software & IT services,n/a,New Investment Stra...,-,-
13,Feb 2018,Myinsure,Myinsure,Kenya,Africa,Software & IT services,n/a,New Investment Stra...,-,-
14,Feb 2018,Sendy,Sendy,Kenya,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
15,Feb 2018,FieldAssist,FieldAssist,India,Asia-Pacific,Software & IT services,n/a,New Investment Stra...,-,-
