ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,May 2022,BBOXX,BBOXX,United Kingdom,Africa,Renewable energy,n/a,New Funding/Resour...,$15.00m,-
2,May 2022,Zuri Health,Zuri Health,Kenya,Africa,Software & IT services,n/a,New Funding/Resour...,$1.30m,-
3,May 2022,Pemo,Pemo,UAE,Pakistan,Software & IT services,n/a,New Funding/Resour...,$12.00m,-
4,May 2022,Eversend,Eversend,France,United States,Financial services,n/a,New Investment Stra...,-,-
5,May 2022,Vivun,Vivun,United States,Middle East,Software & IT services,n/a,New Funding/Resour...,$75.00m,-
6,May 2022,InterSwitch,InterSwitch,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,$110.00m,-
7,May 2022,FlexPay,FlexPay,Kenya,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
8,May 2022,Jambo,Jambo,Liberia,Africa,Software & IT services,n/a,New Funding/Resour...,$30.00m,-
9,May 2022,Maystro Delivery,Maystro Delivery,UAE,Africa,Transportation & War...,"Sales, Marketing & ...",Considering Project (...,-,-
10,May 2022,Spare Technologies,Spare Technologies,Kuwait,Middle East,Software & IT services,n/a,New Investment Stra...,-,-
11,May 2022,Prembly (Identity...,Prembly (Identity...,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,$2.80m,-
12,May 2022,Mylerz,Mylerz,Egypt,Africa,Transportation & War...,n/a,New Funding/Resour...,$9.60m,-
13,May 2022,Syook,Syook,India,Middle East,Communications,"Sales, Marketing & ...",New Investment Stra...,-,-
14,May 2022,Swiss-Belhotel,Swiss-Belhotel,Hong Kong,Asia-Pacific,Hotels & tourism,n/a,New Investment Stra...,-,-
15,May 2022,Cashew Payments,Cashew Payments,UAE,Egypt,Financial services,n/a,New Funding/Resour...,-,$10.00m
