ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jun 2011,Pan Jit (Panjit),Aide Solar,Taiwan,Latin America & C...,Electronic compon...,Unspecified,New Investment Stra...,-,-
2,Jun 2011,Majid Al Futtaim ...,Majid Al Futtaim ...,UAE,Egypt,Real estate,Construction,Considering Project (...,-,-
3,Jun 2011,Power Grid Corpo...,Power Grid Corpo...,India,Kenya,Business services,Business Services,Considering Projec...,-,-
4,Jun 2011,SES,SES,Luxembourg,Africa,Space & defence,Unspecified,New Investment Stra...,-,$1.47bn
5,Jun 2011,Viadeo,Viadeo,France,Asia-Pacific,Software & IT serv...,Unspecified,New Investment Stra...,-,-
6,Jun 2011,Walmart,Massmart,United States,Africa,Consumer products,Retail,Considering Project (...,-,-
7,Jun 2011,Mr Price Group,Mr Price Group,South Africa,Africa,Textiles,Retail,Considering Project (...,-,-
8,Jun 2011,Fortescue Metals ...,Fortescue Metals ...,Australia,Latin America & C...,Metals,Unspecified,New Investment Stra...,-,-
9,Jun 2011,Andersen Partner...,Andersen Partner...,Australia,Asia-Pacific,Business services,Unspecified,New Investment Stra...,-,-
10,Jun 2011,Minor International,Minor International,Thailand,Asia-Pacific,Hotels & tourism,Construction,Considering Projec...,-,-
11,Jun 2011,InterSwitch,InterSwitch,Nigeria,Africa,Software & IT serv...,"Sales, Marketing & ...",Considering Project (...,-,-
12,Jun 2011,Vneshtorgbank (...,VTB Capital,Russia,Africa,Financial services,Unspecified,New Investment Stra...,-,-
13,Jun 2011,Falken Industries,Falken Industries,United States,Latin America & C...,Chemicals,Unspecified,New Investment Stra...,-,-
14,Jun 2011,Hero Cycles,Hero Motocorp (H...,India,Latin America & C...,Non-automotive tr...,Manufacturing,Considering Project (...,-,-
15,Jun 2011,Act-On Software,Act-On Software,United States,Middle East,Software & IT serv...,Unspecified,New Funding/Reso...,-,-
