ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jul 2025,Wave (Wave Mobi...,Wave (Wave Mobi...,Senegal,Africa,Software & IT services,n/a,New Funding/Resour...,$137.00m,-
2,Jul 2025,Space Exploratio...,Starlink Services ...,United States,South Africa,Communications,ICT & Internet Infra...,Considering Project (...,-,$112.00m
3,Jul 2025,Trukker,Trukker,UAE,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$15.00m,-
4,Jul 2025,Winich,Winich,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
5,Jul 2025,Reward,Reward,United Kingdom,Asia-Pacific,Software & IT services,n/a,New Investment Stra...,-,-
6,Jul 2025,Yellow Fertility & ...,Yellow Fertility & ...,India,Saudi Arabia,Healthcare,n/a,New Investment Stra...,-,-
7,Jul 2025,PaidHR,PaidHR,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,$1.80m,-
8,Jul 2025,Huawei Technolo...,Huawei Technolo...,China,Mozambique,Communications,Manufacturing,Considering Project (...,-,-
9,Jun 2025,Trina Solar,Trina Solar,China,Morocco,Electronic compon...,n/a,New Investment Stra...,-,-
10,Jun 2025,Baladna,Baladna,Qatar,Nigeria,Food and Beverages,Manufacturing,Considering Project (...,-,-
11,Jun 2025,Guangzhou Auto...,Guangzhou Auto...,China,Ghana,Automotive OEM,Manufacturing,Considering Project (...,-,-
12,Jun 2025,AppliedAI,AppliedAI,UAE,Middle East,Software & IT services,n/a,New Funding/Resour...,$55.00m,-
13,Jun 2025,Khazna Data Cen...,Khazna Data Cen...,UAE,Middle East,Communications,Manufacturing,Considering Project (...,-,-
14,Jun 2025,Talenteo,Talenteo,Algeria,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
15,Jun 2025,Nile Fresh,Nile Fresh,South Africa,Africa,Software & IT services,n/a,New Funding/Resour...,$11.30m,-
