ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Mar 2022,Aqarito,Aqarito,Saudi Arabia,Jordan,Real estate,n/a,New Funding/Resour...,$0.76m,-
2,Mar 2022,FlapKap,FlapKap,Egypt,Saudi Arabia,Software & IT services,n/a,New Funding/Resour...,$1.20m,-
3,Mar 2022,ThriveAgric,ThriveAgric,Nigeria,Kenya,Software & IT services,n/a,New Funding/Resour...,$56.40m,-
4,Mar 2022,Jeeves,Jeeves,United States,Saudi Arabia,Financial services,n/a,New Funding/Resour...,$180.00m,-
5,Mar 2022,D-ID,D-ID,Israel,Asia-Pacific,Software & IT services,"Sales, Marketing & ...",New Funding/Resour...,$25.00m,-
6,Mar 2022,Encore Pay,Encore Pay,UAE,Middle East,Software & IT services,n/a,New Funding/Resour...,$1.50m,-
7,Mar 2022,Metric App,Metric App,Pakistan,Middle East,Software & IT services,n/a,New Funding/Resour...,$0.90m,-
8,Mar 2022,SupPlant,SupPlant,Israel,Morocco,Software & IT services,n/a,New Funding/Resour...,$27.00m,-
9,Mar 2022,Mumerz,Mumerz,Egypt,Middle East,Consumer products,n/a,New Funding/Resour...,$1.20m,-
10,Mar 2022,Sudo Africa,Sudo Africa,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,$3.70m,-
11,Mar 2022,Gozem,Gozem,Singapore,Nigeria,Software & IT services,n/a,New Investment Stra...,-,-
12,Mar 2022,Responsive (RFPI...,Responsive (RFPI...,United States,Asia-Pacific,Software & IT services,n/a,New Investment Stra...,-,-
13,Mar 2022,Anchex,Anchex,United States,United States,Software & IT services,n/a,New Funding/Resour...,$1.00m,-
14,Mar 2022,Lucky App,Lucky App,Egypt,Middle East,Software & IT services,n/a,New Funding/Resour...,$25.00m,-
15,Mar 2022,Apollo Agriculture,Apollo Agriculture,Kenya,Africa,Software & IT services,n/a,New Funding/Resour...,$40.00m,-
