ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Aug 2018,Cineatlas,Cineatlas,Morocco,Africa,Leisure & entertainm...,Retail,Considering Project (...,-,-
2,Aug 2018,Nuance Communi...,Nuance Communi...,United States,Australia,Communications,n/a,New Investment Stra...,-,-
3,Aug 2018,Viettel,Viettel,Vietnam,Ethiopia,Communications,ICT & Internet Infra...,Considering Project (...,-,-
4,Aug 2018,dLocal,dLocal,Uruguay,Middle East,Software & IT services,n/a,New Investment Stra...,-,-
5,Aug 2018,Innscor Africa,Simbisa Brands,Zimbabwe,Africa,Food and Beverages,n/a,New Investment Stra...,-,-
6,Aug 2018,Mines,Mines,United States,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,-,-
7,Aug 2018,Kaneh Bosm BioT...,Kaneh Bosm BioT...,Canada,Greece,Pharmaceuticals,n/a,New Investment Stra...,-,-
8,Aug 2018,China Fortune La...,China Fortune La...,China,Egypt,Real estate,n/a,New Investment Stra...,-,-
9,Aug 2018,Wadia Group,Britannia Industri...,India,Nigeria,Food and Beverages,Manufacturing,Considering Project (...,-,-
10,Aug 2018,Racetrack.ai,Racetrack.ai,India,United States,Software & IT services,n/a,New Funding/Resour...,-,-
11,Aug 2018,Revolution Precra...,Revolution Precra...,Philippines,Morocco,Business services,n/a,New Investment Stra...,-,-
12,Aug 2018,Majid Al Futtaim ...,Majid Al Futtaim ...,UAE,Africa,Food and Beverages,Construction,New Investment Stra...,-,-
13,Aug 2018,ASUStek,ASUStek,Taiwan,Zimbabwe,Business machines &...,n/a,New Investment Stra...,-,-
14,Jul 2018,Crowd Analyzer,Crowd Analyzer,UAE,Saudi Arabia,Software & IT services,n/a,New Funding/Resour...,-,-
15,Jul 2018,Bell Flavors & Fra...,Bell Flavors & Fra...,United States,Middle East,Chemicals,n/a,New Investment Stra...,-,-
