ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Mar 2017,Association Famili...,Decathlon (Oxyla...,France,Egypt,Textiles,"Logistics, Distribu...",Considering Project (...,-,-
2,Feb 2017,Groupe Ideal,Groupe Ideal,Ghana,North America,Business services,n/a,New Investment Stra...,-,-
3,Feb 2017,Famoco,Famoco,France,Asia-Pacific,Business machines...,"Sales, Marketing & ...",Considering Projec...,-,-
4,Feb 2017,Standard Bank G...,Stanlib,South Africa,Africa,Financial services,n/a,New Investment Stra...,-,-
5,Feb 2017,Narada Power,Narada Power,China,Asia-Pacific,Electronic compon...,Unspecified,New Investment Stra...,-,-
6,Feb 2017,Thumbay Group ...,Thumbay Group ...,UAE,Asia-Pacific,Healthcare,Construction,Considering Project (...,-,-
7,Feb 2017,Korel Electronics,Korel Electronics,Turkey,Tunisia,Electronic compon...,n/a,New Investment Stra...,-,-
8,Feb 2017,AdStringO Softwa...,AdStringO Softwa...,India,Asia-Pacific,Software & IT serv...,n/a,New Funding/Resour...,-,-
9,Feb 2017,Uno de 50,Uno de 50,Spain,Asia-Pacific,Consumer products,Retail,Considering Project (...,-,-
10,Jan 2017,Baker McKenzie (...,Baker McKenzie (...,United States,Asia-Pacific,Business services,n/a,New Investment Stra...,-,-
11,Jan 2017,Integral Ad Scien...,Integral Ad Scien...,United States,Asia-Pacific,Software & IT serv...,n/a,New Investment S...,-,-
12,Jan 2017,China Communic...,China Communic...,China,Uganda,Real estate,Construction,Considering Project (...,-,-
13,Jan 2017,Heartland Techno...,Heartland Techno...,United States,Latin America & C...,Industrial equipme...,n/a,New Investment Stra...,-,-
14,Jan 2017,Practo Technologi...,Practo Technologi...,India,Latin America & C...,Software & IT serv...,n/a,New Funding/Resour...,-,-
15,Jan 2017,D.light Design,D.light Design,United States,Asia-Pacific,Electronic compon...,n/a,New Funding/Resour...,-,-
