ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jun 2023,Kubik,Kubik,Kenya,Ethiopia,Building materials,n/a,New Funding/Resour...,$3.34m,-
2,Jun 2023,Seacom,Seacom,Mauritius,Africa,Communications,ICT & Internet Infra...,Considering Projec...,$207.00m,-
3,Jun 2023,Zoie Health,Zoie Health,South Africa,Nigeria,Software & IT services,n/a,New Funding/Resour...,-,-
4,Jun 2023,Yellow Digital Ret...,Yellow Digital Ret...,South Africa,Uganda,Software & IT services,n/a,New Funding/Resour...,$14.00m,-
5,Jun 2023,Eze,Eze,United States,Latin America & C...,Consumer electronics,n/a,New Funding/Resour...,$3.70m,-
6,Jun 2023,ThriveAgric,ThriveAgric,Nigeria,Tanzania,Software & IT services,n/a,New Investment Stra...,-,-
7,Jun 2023,POP Holding,Fusion Specialty,Australia,United Kingdom,Financial services,n/a,New Personnel,-,-
8,Jun 2023,Deputy,Deputy,Australia,Middle East,Software & IT services,n/a,New Investment Stra...,-,-
9,Jun 2023,Starsight,Starsight,Nigeria,Uganda,Renewable energy,n/a,New Investment Stra...,-,-
10,Jun 2023,ServiceNow,ServiceNow,United States,Middle East,Software & IT services,n/a,New Investment Stra...,-,-
11,Jun 2023,Sistema,Segezha Group,Russia,Egypt,Wood products,"Logistics, Distributio...",Considering Project (...,-,-
12,Jun 2023,IR4LAB,IR4LAB,Saudi Arabia,Africa,Software & IT services,n/a,New Investment Stra...,-,-
13,Jun 2023,Haul247,Haul247,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,$3.00m,-
14,Jun 2023,Trellix,Trellix,United States,Africa,Software & IT services,n/a,New Investment Stra...,-,-
15,Jun 2023,Grupo Antolin,Grupo Antolin,Spain,Morocco,Automotive compone...,Manufacturing,Considering Project (...,-,-
