ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Feb 2023,Strike (Strike Me),Strike (Strike Me),United States,Latin America & C...,Software & IT services,n/a,New Investment Stra...,-,-
2,Feb 2023,Vivendi (Vivendi ...,Love Renaissance...,France,United Kingdom,Communications,n/a,New Funding/Resour...,$25.00m,-
3,Feb 2023,Yubi (CredAvenue),Spocto,India,Bahrain,Software & IT services,n/a,New Investment Stra...,-,-
4,Jan 2023,Eddyfi,TSC Subsea,Canada,Asia-Pacific,Business services,n/a,New Investment Stra...,-,-
5,Jan 2023,Denvik Technology,Denvik Technology,India,Middle East,Communications,"Sales, Marketing & ...",Considering Projec...,-,-
6,Jan 2023,Ecozen Solutions,Ecozen Solutions,India,Asia-Pacific,Industrial equipment,n/a,New Funding/Resour...,$25.00m,-
7,Jan 2023,Gemba (The Lead...,Gemba (The Lead...,United Kingdom,North America,Software & IT services,n/a,New Funding/Resour...,$18.08m,-
8,Jan 2023,Wafeq,Wafeq,UAE,Egypt,Software & IT services,n/a,New Funding/Resour...,$3.00m,-
9,Jan 2023,FuelBuddy,FuelBuddy,India,Asia-Pacific,"Coal, oil & gas",n/a,New Funding/Resour...,$20.00m,-
10,Jan 2023,Stella Stays,Stella Stays,UAE,India,Real estate,n/a,New Investment Stra...,-,-
11,Jan 2023,Torsa,Torsa,Spain,Morocco,Software & IT services,n/a,New Investment Stra...,-,-
12,Jan 2023,Wakanow,Wakanow,Nigeria,Africa,Hotels & tourism,n/a,New Investment Stra...,-,-
13,Jan 2023,Yoonema,Yoonema,Senegal,Africa,Consumer products,n/a,New Funding/Resour...,$0.75m,-
14,Jan 2023,Chestify AI Labs,Chestify AI Labs,Ghana,Africa,Software & IT services,n/a,New Funding/Resour...,$0.75m,-
15,Jan 2023,SafeTrack,SafeTrack,Morocco,Africa,Industrial equipment,n/a,New Funding/Resour...,$0.75m,-
