ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,May 2019,Rowpar Pharmac...,Rowpar Pharmac...,United States,Belarus,Pharmaceuticals,n/a,New Overseas Suppli...,-,-
2,May 2019,Net World Sports,Net World Sports,United Kingdom,South Africa,Consumer products,n/a,New Investment Stra...,-,-
3,May 2019,Heetch,Heetch,France,Algeria,Transportation & War...,n/a,New Funding/Resour...,-,-
4,May 2019,SafeBoda,SafeBoda,Uganda,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
5,May 2019,Thunes,Thunes,Singapore,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,-,-
6,May 2019,Enel,Enel Green Power,Italy,Africa,Renewable energy,Electricity,Considering Projec...,-,$786.99m
7,May 2019,Hilton Hotels (Hilt...,Hilton Hotels (Hilt...,United States,Pakistan,Hotels & tourism,n/a,New Investment Stra...,-,-
8,May 2019,Glovo App,Glovo App,Spain,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,-,-
9,Apr 2019,Avaada Group,Avaada Energy,India,Guinea,Renewable energy,Electricity,New Funding/Resour...,-,$145.00m
10,Apr 2019,Ourshopee,Ourshopee,UAE,Tunisia,Consumer products,n/a,New Investment Stra...,-,-
11,Apr 2019,Lyfegen,Lyfegen,Switzerland,United States,Software & IT services,n/a,New Funding/Resour...,-,-
12,Apr 2019,OMG Digital,OMG Digital,Ghana,Zimbabwe,Software & IT services,n/a,Considering Project (...,-,-
13,Apr 2019,Wizall,Wizall,Senegal,Burkina Faso,Financial services,n/a,Considering Project (...,-,-
14,Apr 2019,Farmcrowdy,Farmcrowdy,Nigeria,Ghana,Software & IT services,n/a,New Funding/Resour...,-,-
15,Apr 2019,YaLLa Esports,YaLLa Esports,UAE,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
