ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Feb 2025,EasyBank,EasyBank,Tunisia,France,Financial services,n/a,New Funding/Resour...,$0.37m,-
2,Feb 2025,Fimple,Fimple,United Kingdom,Kyrgyzstan,Software & IT services,n/a,New Funding/Resour...,$6.50m,-
3,Feb 2025,Taager,Taager,Egypt,Middle East,Software & IT services,n/a,New Funding/Resour...,$6.75m,-
4,Feb 2025,Cauridor,Cauridor,United States,Nigeria,Financial services,n/a,New Funding/Resour...,$3.50m,-
5,Feb 2025,Qeen.ai,Qeen.ai,UAE,Middle East,Software & IT services,n/a,New Funding/Resour...,$10.00m,-
6,Feb 2025,Harrison.ai,Harrison.ai,Australia,Asia-Pacific,Medical devices,n/a,New Funding/Resour...,$112.00m,-
7,Feb 2025,TeamSec,TeamSec,Turkey,Middle East,Software & IT services,n/a,New Funding/Resour...,$7.60m,-
8,Feb 2025,IN1,IN1,UAE,Asia-Pacific,Financial services,n/a,New Investment Stra...,-,-
9,Feb 2025,Zenith Bank,Zenith Bank,Nigeria,Africa,Financial services,n/a,New Funding/Resour...,$226.00m,-
10,Feb 2025,Axian,Axian,Madagascar,Africa,Communications,ICT & Internet Infra...,Considering Projec...,$160.00m,-
11,Feb 2025,Washminute,Washminute,Morocco,Middle East,Business services,n/a,New Funding/Resour...,$0.60m,-
12,Feb 2025,Seraphic Security,Seraphic Security,Israel,North America,Software & IT services,n/a,New Funding/Resour...,$29.00m,-
13,Feb 2025,Larsen & Toubro ...,Larsen & Toubro ...,India,Middle East,Metals,Manufacturing,Considering Project (...,-,-
14,Feb 2025,Melia Hotels Inter...,Melia Hotels Inter...,Spain,Asia-Pacific,Hotels & tourism,Construction,Considering Project (...,-,-
15,Jan 2025,SeamlessHR,SeamlessHR,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,$9.00m,-
