ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Oct 2010,iBwave,iBwave,Canada,Asia-Pacific,Communications,Unspecified,New Personnel,-,-
2,Oct 2010,Equity Bank,Equity Bank,Kenya,Africa,Financial services,Business Services,New Investment Stra...,-,-
3,Oct 2010,Godrej & Boyce ...,Godrej & Boyce ...,India,Latin America & C...,Consumer products,Unspecified,New Investment Stra...,-,-
4,Oct 2010,Hyundai Engineer...,Hyundai Engineer...,South Korea,Libya,"Coal, oil & gas",Unspecified,New Overseas Suppli...,-,-
5,Oct 2010,Bank of New York...,Eagle Investment...,United States,Middle East,Software & IT serv...,Unspecified,New Personnel,-,-
6,Oct 2010,Essar Group,Essar Steel,India,Africa,"Coal, oil & gas",Retail,Considering Projec...,-,-
7,Oct 2010,Wind Prospect,Wind Prospect,United Kingdom,Africa,Renewable energy,"Sales, Marketing ...",New Investment Stra...,-,-
8,Oct 2010,Kendle Internatio...,Kendle Internatio...,United States,Middle East,Pharmaceuticals,Unspecified,New Personnel,-,-
9,Oct 2010,Woolim E&C,Woolim E&C,South Korea,Algeria,Real estate,Unspecified,New Overseas Suppli...,-,-
10,Oct 2010,AP Moller - Maersk,APM Terminals,Denmark,Latin America & C...,Transportation & ...,Unspecified,New Investment Stra...,-,-
11,Oct 2010,Tata Group,Tata Group,India,South Africa,Food and Beverages,Unspecified,New Investment Stra...,-,-
12,Sep 2010,Dena Bank,Dena Bank,India,North America,Financial services,Business Services,Considering Project (...,-,-
13,Sep 2010,RPG Enterprises,Harrisons Malayal...,India,Asia-Pacific,Food and Beverages,Manufacturing,Considering Project (...,-,-
14,Sep 2010,Citigroup,Citigroup,United States,Middle East,Financial services,Unspecified,New Investment Stra...,-,-
15,Sep 2010,Saudi Aramco,Saudi Aramco,Saudi Arabia,Latin America & C...,Electronic components,Manufacturing,Considering Project (...,-,-
