ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Nov 2016,Iberdigest,Polska Meat,Spain,Africa,Food and Beverages,n/a,New Funding/Resour...,-,-
2,Nov 2016,Petronas,Petronas LNG,Malaysia,Latin America & C...,"Coal, oil & gas",n/a,New Investment Stra...,-,-
3,Nov 2016,Tokyo Gas,Tokyo Gas,Japan,Latin America & C...,"Coal, oil & gas",n/a,New Investment Stra...,-,-
4,Nov 2016,Asian Sky Group ...,Asian Sky Group ...,Hong Kong,Asia-Pacific,Aerospace,n/a,New Investment Stra...,-,-
5,Nov 2016,Peach Payments,Peach Payments,South Africa,Africa,Software & IT serv...,n/a,New Investment Stra...,-,-
6,Nov 2016,SRL Limited,SRL Diagnostics,India,Asia-Pacific,Healthcare,Business Services,Considering Project (...,-,-
7,Oct 2016,Pacific Internatio...,Pacific Internatio...,Singapore,Ethiopia,Transportation & ...,n/a,New Investment Stra...,-,-
8,Oct 2016,Nutanix,Nutanix,United States,Middle East,Software & IT serv...,n/a,New Investment Stra...,-,-
9,Oct 2016,Apex Internation...,Apex Internation...,United States,Middle East,"Coal, oil & gas",n/a,New Investment Stra...,-,-
10,Oct 2016,TAL Global Allianc...,TAL Global Allianc...,Hong Kong,Tanzania,Textiles,Manufacturing,Considering Project (...,-,-
11,Oct 2016,Mitsubishi UFJ Fin...,Mitsubishi UFJ Fin...,Japan,Kenya,Financial services,Business Services,Considering Project (...,-,-
12,Oct 2016,Tenneco,Tenneco,United States,Algeria,Automotive compo...,Manufacturing,Considering Project (...,-,-
13,Oct 2016,Krishak Bharati C...,Kribhco Shyam F...,India,Morocco,Chemicals,Manufacturing,Considering Project (...,-,-
14,Oct 2016,Lucky Flame,Lucky Flame,Thailand,Asia-Pacific,Consumer electron...,n/a,New Investment Stra...,-,-
15,Oct 2016,mParticle,mParticle,United States,Middle East,Software & IT serv...,"Sales, Marketing ...",New Funding/Resour...,-,-
