ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Aug 2025,Ampersand,Ampersand,Rwanda,Africa,Non-automotive tran...,n/a,New Funding/Resour...,-,-
2,Aug 2025,HoneyCoin,HoneyCoin,Kenya,Rwanda,Software & IT services,n/a,New Funding/Resour...,$4.90m,-
3,Aug 2025,ABSA,ABSA,South Africa,Africa,Financial services,n/a,New Investment Stra...,-,-
4,Aug 2025,Bimaplan,Bimaplan,India,Zambia,Software & IT services,n/a,New Investment Stra...,-,-
5,Aug 2025,Candi,Candi,Switzerland,India,Renewable energy,n/a,New Investment Stra...,-,-
6,Aug 2025,Parsons (UK),Parsons (UK),United Kingdom,Kenya,Business services,n/a,New Investment Stra...,-,-
7,Aug 2025,Hass Petroleum,Hass Petroleum,Kenya,Oman,"Coal, oil & gas",n/a,New Investment Stra...,-,-
8,Aug 2025,Chery Automobile,Chery Automobile,China,South Africa,Automotive OEM,Manufacturing,Considering Project (...,-,-
9,Aug 2025,Chowdeck,Chowdeck,Nigeria,Ghana,Food and Beverages,n/a,New Funding/Resour...,$9.00m,-
10,Aug 2025,TurnStay,TurnStay,South Africa,Africa,Software & IT services,n/a,New Funding/Resour...,$2.00m,-
11,Aug 2025,VFD Group,VFD Group,Nigeria,Namibia,"Coal, oil & gas",n/a,New Investment Stra...,-,-
12,Aug 2025,HaloTech,HaloTech,Spain,United States,Electronic components,n/a,New Funding/Resour...,$11.70m,-
13,Aug 2025,The Emirates Gro...,Emirates Airline,UAE,Zimbabwe,Aerospace,n/a,New Investment Stra...,-,-
14,Aug 2025,Dangote Group,Dangote Group,Nigeria,Africa,"Coal, oil & gas",n/a,New Investment Stra...,-,-
15,Aug 2025,DigiPlus,DigiPlus,Philippines,South Africa,Software & IT services,n/a,New Investment Stra...,-,-
