ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Oct 2014,Renault,Renault,France,Morocco,Automotive compo...,Manufacturing,Considering Project (...,-,-
2,Oct 2014,Toyota Motor,Toyota,Japan,Nigeria,Automotive OEM,Manufacturing,Considering Project (...,-,-
3,Oct 2014,Zhejiang Truelov...,Zhejiang Truelov...,China,Tanzania,Textiles,Manufacturing,Considering Project (...,-,-
4,Oct 2014,Access Bank,Access Bank,Nigeria,Asia-Pacific,Financial services,n/a,New Investment Stra...,-,-
5,Oct 2014,Vivendi (Vivendi ...,Vivendi (Vivendi ...,France,Asia-Pacific,Communications,n/a,New Investment Stra...,-,-
6,Oct 2014,Vodafone Group,Vodafone Group,United Kingdom,Latin America & C...,Communications,ICT & Internet Inf...,Considering Projec...,-,$804.00m
7,Sep 2014,Zhejiang Geely H...,Zhejiang Geely H...,China,Tanzania,Automotive compo...,n/a,New Investment Stra...,-,-
8,Sep 2014,Webtickets,Webtickets,South Africa,Africa,Software & IT serv...,n/a,New Investment Stra...,-,-
9,Sep 2014,Abu Dhabi Aviation,Maximus Air Cargo,UAE,Africa,Transportation & ...,n/a,New Investment Stra...,-,-
10,Sep 2014,Syntech SA,Syntech SA,South Africa,Asia-Pacific,Business machines...,"Sales, Marketing ...",Considering Project (...,-,-
11,Sep 2014,Baotou Bei Ben H...,Baotou Bei Ben H...,China,Middle East,Automotive OEM,Manufacturing,Considering Project (...,-,-
12,Sep 2014,Ping Identity,Ping Identity,United States,Asia-Pacific,Software & IT serv...,n/a,New Funding/Resour...,-,-
13,Sep 2014,SASOL,SASOL,South Africa,Africa,"Coal, oil & gas",n/a,New Investment Stra...,-,-
14,Sep 2014,Al Ghandin Auto,Al Ghandin Auto,UAE,Ethiopia,Automotive OEM,Manufacturing,Considering Project (...,-,-
15,Sep 2014,TrustedCompany....,TrustedCompany....,Malaysia,Latin America & C...,Software & IT serv...,n/a,New Funding/Resour...,-,-
