ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jan 2024,Bitget,Bitget,Singapore,Latin America & C...,Software & IT services,n/a,New Investment Stra...,-,-
2,Jan 2024,Shamba Pride,Shamba Pride,Kenya,Uganda,Software & IT services,n/a,New Funding/Resour...,$3.70m,-
3,Jan 2024,Shriram Group,Novac Technolog...,India,Africa,Software & IT services,n/a,New Investment Stra...,-,-
4,Jan 2024,Vertice,Vertice,United Kingdom,Asia-Pacific,Software & IT services,"Sales, Marketing & ...",Considering Projec...,$25.00m,-
5,Jan 2024,Karadeniz Group,Karpowership,Turkey,Nigeria,"Coal, oil & gas",n/a,New Investment Stra...,-,-
6,Jan 2024,Vantage Data Ce...,Vantage Data Ce...,United States,North America,Communications,ICT & Internet Infra...,New Funding/Resour...,$6.40bn,-
7,Jan 2024,Indira IVF,Indira IVF,India,Asia-Pacific,Healthcare,n/a,New Investment Stra...,-,-
8,Jan 2024,Anecdotes,Anecdotes,United States,United States,Software & IT services,n/a,New Funding/Resour...,$25.00m,-
9,Jan 2024,Cloudline,Cloudline,South Africa,Namibia,Aerospace,n/a,New Funding/Resour...,$6.00m,-
10,Jan 2024,Captain Fresh,Captain Fresh,India,United States,Software & IT services,n/a,New Funding/Resour...,$13.30m,-
11,Jan 2024,Optio Group,Optio Group,United Kingdom,Middle East,Financial services,n/a,New Investment Stra...,-,-
12,Jan 2024,Pure EV,Pure EV,India,Middle East,Non-automotive tran...,n/a,New Investment Stra...,-,-
13,Dec 2023,Uptime Institute,Uptime Institute,United States,India,Business services,n/a,New Personnel,-,-
14,Dec 2023,Imaginario AI,Imaginario AI,United States,United States,Software & IT services,n/a,New Funding/Resour...,$1.00m,-
15,Dec 2023,Soum,Soum,Saudi Arabia,UAE,Consumer electron...,n/a,New Funding/Resour...,$18.00m,-
