ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Mar 2025,Badili,Badili,Kenya,Africa,Consumer electronics,n/a,New Funding/Resour...,$0.40m,-
2,Mar 2025,Zanaga Iron Ore,Zanaga Iron Ore,United Kingdom,Saudi Arabia,Metals,Manufacturing,Considering Project (...,-,-
3,Mar 2025,Wabag Group,Wabag Group,India,Middle East,Business services,n/a,New Investment Stra...,-,-
4,Mar 2025,Sterlite Power,Sterlite Power,India,Egypt,Renewable energy,Electricity,Considering Project (...,-,$5.50bn
5,Mar 2025,West Indian Ocea...,Open Access Dat...,Mauritius,Nigeria,Communications,ICT & Internet Infra...,Considering Project (...,-,-
6,Mar 2025,Bayer,Bayer,Germany,Africa,Food and Beverages,Manufacturing,Considering Project (...,-,$38.48m
7,Mar 2025,Flow48,Flow48,United Kingdom,South Africa,Software & IT services,n/a,New Funding/Resour...,$69.00m,-
8,Mar 2025,MPower Ventures,MPower Ventures,Switzerland,Africa,Electronic components,n/a,New Funding/Resour...,$2.70m,-
9,Mar 2025,Merit Incentives,Merit Incentives,UAE,Saudi Arabia,Software & IT services,n/a,New Funding/Resour...,$28.00m,-
10,Mar 2025,Almond Solutions...,Almond Solutions...,India,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$1.85m,-
11,Feb 2025,Dabchy Groupe,Dabchy Groupe,Tunisia,Egypt,Software & IT services,n/a,New Funding/Resour...,-,-
12,Feb 2025,Mahindra Group,Mahindra & Mahi...,India,South Africa,Automotive OEM,Manufacturing,Considering Project (...,-,-
13,Feb 2025,Midis Group,Mindware,Lebanon,Uganda,Business machines &...,n/a,New Investment Stra...,-,-
14,Feb 2025,Spyne,Spyne,India,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$16.00m,-
15,Feb 2025,Volkswagen,Volkswagen Sout...,Germany,Angola,Automotive OEM,Manufacturing,Considering Project (...,-,-
